order_id,customer_id,order_date,sales_channel,payment_method,order_status
ORD001262,CUST00017,2026-07-11,Website,Credit Card,Completed
ORD001263,CUST00206,2026-07-13,Website,Credit Card,Completed
ORD001264,CUST00382,2025-07-13,Mobile App,Credit Card,Completed
ORD001265,CUST01180,2025-08-30,Mobile App,Net Banking,Completed
ORD001266,CUST00518,2024-09-06,Mobile App,Debit Card,Completed
ORD001267,CUST00615,2025-02-14,Website,COD,Completed
ORD001268,CUST01039,2026-08-15,Website,Credit Card,Completed
ORD001269,CUST00821,2025-08-14,Mobile App,UPI,Completed
ORD001270,CUST01074,2024-11-03,Website,COD,Completed
ORD001271,CUST00683,2024-05-13,Mobile App,UPI,Completed
ORD001272,CUST00290,2026-03-22,Mobile App,Credit Card,Completed
ORD001273,CUST00303,2024-01-01,Website,UPI,Completed
ORD001274,CUST00484,2024-07-08,Mobile App,Credit Card,Completed
ORD001275,CUST01138,2024-06-06,Mobile App,Credit Card,Completed
ORD001276,CUST00205,2024-12-18,Website,Net Banking,Completed
ORD001277,CUST00968,2026-07-23,Mobile App,Wallet,Completed
ORD001278,CUST00197,2026-02-20,Website,Credit Card,Returned
ORD001279,CUST00670,2025-02-13,Mobile App,Wallet,Completed
ORD001280,CUST00807,2025-03-10,Mobile App,Credit Card,Completed
ORD001281,CUST00056,2025-08-23,Website,Debit Card,Completed
ORD001282,CUST00742,2025-01-12,Website,Wallet,Completed
ORD001283,CUST00816,2026-02-08,Marketplace,Debit Card,Completed
ORD001284,CUST00091,2024-07-11,Website,Credit Card,Completed
ORD001285,CUST00369,2025-10-31,Website,Credit Card,Completed
ORD001286,CUST00985,2026-04-20,Website,COD,Completed
ORD001287,CUST00816,2024-06-16,Mobile App,Wallet,Completed
ORD001288,CUST00710,2024-03-25,Mobile App,UPI,Cancelled
ORD001289,CUST00026,2026-04-02,Website,UPI,Completed
ORD001290,CUST00932,2025-12-03,Website,Debit Card,Completed
ORD001291,CUST00112,2025-03-08,Website,UPI,Completed
ORD001292,CUST00923,2025-09-10,Website,Wallet,Completed
ORD001293,CUST01096,2026-05-14,Marketplace,UPI,Completed
ORD001294,CUST01089,2025-03-10,Mobile App,COD,Completed
ORD001295,CUST00691,2024-01-08,Marketplace,Net Banking,Completed
ORD001296,CUST00932,2025-06-11,Website,Credit Card,Completed
ORD001297,CUST01003,2026-06-07,Website,UPI,Completed
ORD001298,CUST00517,2025-01-13,Website,Debit Card,Completed
ORD001299,CUST01112,2024-01-25,Website,Credit Card,Completed
ORD001300,CUST00665,2025-04-02,Website,UPI,Completed
ORD001301,CUST00075,2026-01-19,Mobile App,Credit Card,Completed
ORD001302,CUST00194,2025-07-01,Website,UPI,Completed
ORD001303,CUST00563,2026-07-03,Website,Credit Card,Completed
ORD001304,CUST01073,2026-07-29,Mobile App,UPI,Completed
ORD001305,CUST00301,2024-02-09,Mobile App,Net Banking,Completed
ORD001306,CUST00783,2024-04-13,Website,Net Banking,Completed
ORD001307,CUST00619,2025-10-14,Website,UPI,Returned
ORD001308,CUST00163,2024-09-20,Mobile App,Credit Card,Completed
ORD001309,CUST01170,2024-07-15,Website,Credit Card,Completed
ORD001310,CUST00500,2026-05-24,Mobile App,UPI,Completed
ORD001311,CUST00895,2024-08-08,Website,Net Banking,Completed
ORD001312,CUST00094,2025-05-28,Mobile App,COD,Completed
ORD001313,CUST00011,2024-10-06,Website,UPI,Completed
ORD001314,CUST00563,2024-05-12,Website,Debit Card,Returned
ORD001315,CUST00199,2024-11-21,Website,UPI,Completed
ORD001316,CUST00590,2024-03-06,Mobile App,Debit Card,Completed
ORD001317,CUST00674,2025-03-06,Mobile App,Credit Card,Completed
ORD001318,CUST00698,2024-12-17,Website,Wallet,Completed
ORD001319,CUST01022,2026-05-24,Website,Net Banking,Completed
ORD001320,CUST00826,2024-09-18,Website,Wallet,Returned
ORD001321,CUST00997,2025-10-08,Mobile App,Credit Card,Completed
ORD001322,CUST00757,2025-06-26,Website,Net Banking,Completed
ORD001323,CUST00061,2025-04-23,Website,Debit Card,Completed
ORD001324,CUST00884,2025-08-01,Website,Net Banking,Completed
ORD001325,CUST01140,2024-10-17,Mobile App,COD,Completed
ORD001326,CUST00270,2025-07-04,Website,COD,Completed
ORD001327,CUST00448,2025-02-09,Website,UPI,Completed
ORD001328,CUST00326,2026-06-04,Mobile App,COD,Returned
ORD001329,CUST00837,2025-07-17,Website,UPI,Cancelled
ORD001330,CUST00655,2024-10-12,Mobile App,Debit Card,Completed
ORD001331,CUST00651,2025-12-04,Website,Debit Card,Completed
ORD001332,CUST01014,2025-02-17,Mobile App,Credit Card,Cancelled
ORD001333,CUST00364,2024-06-09,Website,UPI,Completed
ORD001334,CUST00951,2026-02-20,Mobile App,Net Banking,Completed
ORD001335,CUST00857,2025-08-17,Marketplace,Credit Card,Completed
ORD001336,CUST00460,2025-09-25,Website,Debit Card,Returned
ORD001337,CUST01169,2025-09-05,Mobile App,COD,Completed
ORD001338,CUST00341,2024-09-12,Mobile App,Credit Card,Completed
ORD001339,CUST00047,2025-01-14,Mobile App,COD,Completed
ORD001340,CUST01048,2025-07-19,Mobile App,Wallet,Completed
ORD001341,CUST00491,2025-01-12,Website,COD,Cancelled
ORD001342,CUST00272,2024-11-26,Website,COD,Completed
ORD001343,CUST00941,2025-04-17,Website,Debit Card,Returned
ORD001344,CUST00363,2026-03-26,Marketplace,Credit Card,Completed
ORD001345,CUST00679,2025-09-10,Mobile App,COD,Completed
ORD001346,CUST00144,2026-01-09,Website,UPI,Completed
ORD001347,CUST01065,2026-06-06,Marketplace,COD,Completed
ORD001348,CUST00533,2025-03-03,Mobile App,Debit Card,Completed
ORD001349,CUST01094,2025-09-13,Mobile App,Credit Card,Completed
ORD001350,CUST00600,2024-03-02,Mobile App,Wallet,Completed
ORD001351,CUST00745,2024-02-10,Website,COD,Completed
ORD001352,CUST00878,2025-03-26,Mobile App,UPI,Completed
ORD001353,CUST01188,2026-02-15,Mobile App,UPI,Completed
ORD001354,CUST00696,2025-02-26,Website,UPI,Completed
ORD001355,CUST00199,2024-09-27,Website,Net Banking,Completed
ORD001356,CUST01007,2025-12-27,Mobile App,Net Banking,Completed
ORD001357,CUST00911,2025-12-06,Website,Credit Card,Completed
ORD001358,CUST00074,2024-10-08,Mobile App,UPI,Completed
ORD001359,CUST00760,2024-08-14,Mobile App,Net Banking,Completed
ORD001360,CUST00325,2026-01-03,Mobile App,Credit Card,Completed
ORD001361,CUST00604,2025-11-20,Website,Wallet,Completed
ORD001362,CUST00599,2025-09-14,Mobile App,UPI,Completed
ORD001363,CUST00434,2026-05-21,Mobile App,UPI,Completed
ORD001364,CUST01042,2025-01-07,Mobile App,COD,Completed
ORD001365,CUST00349,2025-09-25,Marketplace,Debit Card,Completed
ORD001366,CUST00644,2025-05-28,Mobile App,Credit Card,Cancelled
ORD001367,CUST00347,2025-10-25,Mobile App,Credit Card,Completed
ORD001368,CUST00030,2025-01-23,Mobile App,UPI,Completed
ORD001369,CUST00460,2024-07-30,Website,Debit Card,Completed
ORD001370,CUST00404,2024-05-02,Website,Credit Card,Cancelled
ORD001371,CUST00025,2026-07-17,Mobile App,Wallet,Completed
ORD001372,CUST00468,2025-06-20,Mobile App,Credit Card,Completed
ORD001373,CUST00203,2025-10-03,Marketplace,Credit Card,Completed
ORD001374,CUST01102,2025-07-01,Mobile App,COD,Completed
ORD001375,CUST01071,2025-08-03,Website,UPI,Completed
ORD001376,CUST00502,2025-12-07,Website,Net Banking,Completed
ORD001377,CUST00545,2025-09-15,Mobile App,UPI,Completed
ORD001378,CUST00131,2026-04-30,Marketplace,UPI,Completed
ORD001379,CUST00467,2024-07-31,Website,Net Banking,Completed
ORD001380,CUST01100,2024-04-10,Mobile App,UPI,Completed
ORD001381,CUST00403,2024-03-15,Website,Credit Card,Completed
ORD001382,CUST01111,2024-04-12,Mobile App,Debit Card,Completed
ORD001383,CUST01192,2024-01-10,Website,COD,Completed
ORD001384,CUST00399,2025-03-29,Mobile App,Debit Card,Completed
ORD001385,CUST00516,2024-01-01,Mobile App,Debit Card,Completed
ORD001386,CUST00674,2024-06-29,Website,Credit Card,Returned
ORD001387,CUST00542,2024-11-02,Mobile App,UPI,Completed
ORD001388,CUST01031,2025-07-28,Website,Credit Card,Returned
ORD001389,CUST00374,2026-08-26,Website,Credit Card,Returned
ORD001390,CUST01016,2025-04-26,Website,UPI,Completed
ORD001391,CUST00194,2024-11-07,Marketplace,Credit Card,Completed
ORD001392,CUST00375,2025-07-05,Website,UPI,Completed
ORD001393,CUST01028,2024-11-10,Website,Net Banking,Completed
ORD001394,CUST00615,2025-12-02,Marketplace,UPI,Completed
ORD001395,CUST00321,2024-11-27,Website,Credit Card,Completed
ORD001396,CUST00322,2024-06-10,Website,Credit Card,Completed
ORD001397,CUST00854,2025-09-01,Mobile App,UPI,Returned
ORD001398,CUST00622,2025-04-28,Website,Credit Card,Completed
ORD001399,CUST00646,2026-04-29,Website,Credit Card,Completed
ORD001400,CUST00012,2025-03-03,Mobile App,Credit Card,Returned
ORD001401,CUST00287,2024-12-28,Marketplace,Net Banking,Completed
ORD001402,CUST00415,2025-12-22,Website,Net Banking,Completed
ORD001403,CUST00049,2025-01-17,Website,Wallet,Completed
ORD001404,CUST00409,2025-07-27,Mobile App,Debit Card,Completed
ORD001405,CUST00219,2024-10-07,Website,UPI,Completed
ORD001406,CUST00963,2026-08-22,Marketplace,COD,Completed
ORD001407,CUST00998,2025-02-03,Website,COD,Completed
ORD001408,CUST00208,2024-03-01,Website,Credit Card,Completed
ORD001409,CUST00583,2025-03-24,Website,UPI,Completed
ORD001410,CUST00848,2024-11-28,Mobile App,COD,Completed
ORD001411,CUST00410,2025-08-10,Mobile App,Credit Card,Completed
ORD001412,CUST00534,2025-07-13,Mobile App,Wallet,Completed
ORD001413,CUST00140,2024-05-23,Mobile App,Net Banking,Completed
ORD001414,CUST00740,2026-05-23,Marketplace,Credit Card,Cancelled
ORD001415,CUST00658,2024-07-07,Website,Credit Card,Completed
ORD001416,CUST00531,2025-11-24,Website,Net Banking,Completed
ORD001417,CUST00842,2024-05-02,Website,Wallet,Completed
ORD001418,CUST01083,2026-05-01,Website,COD,Completed
ORD001419,CUST00896,2025-08-02,Marketplace,COD,Cancelled
ORD001420,CUST01104,2024-11-30,Website,Debit Card,Completed
ORD001421,CUST00155,2026-01-22,Mobile App,COD,Completed
ORD001422,CUST00325,2025-06-28,Mobile App,Wallet,Completed
ORD001423,CUST00960,2026-08-02,Mobile App,COD,Completed
ORD001424,CUST00883,2026-02-24,Mobile App,Credit Card,Cancelled
ORD001425,CUST00312,2026-01-26,Mobile App,UPI,Completed
ORD001426,CUST00930,2024-12-13,Mobile App,Net Banking,Completed
ORD001427,CUST00044,2025-03-18,Website,Credit Card,Completed
ORD001428,CUST00039,2025-02-03,Website,Credit Card,Completed
ORD001429,CUST00457,2026-05-26,Mobile App,Net Banking,Completed
ORD001430,CUST00411,2025-10-31,Mobile App,Debit Card,Completed
ORD001431,CUST01182,2026-06-20,Website,Net Banking,Completed
ORD001432,CUST00207,2024-07-04,Website,Debit Card,Completed
ORD001433,CUST00261,2026-03-09,Mobile App,COD,Completed
ORD001434,CUST00472,2024-11-18,Mobile App,UPI,Completed
ORD001435,CUST00478,2024-10-04,Marketplace,UPI,Completed
ORD001436,CUST00901,2024-05-20,Website,COD,Completed
ORD001437,CUST00428,2026-06-07,Website,Credit Card,Completed
ORD001438,CUST00780,2024-07-29,Mobile App,UPI,Returned
ORD001439,CUST01185,2025-06-02,Mobile App,UPI,Completed
ORD001440,CUST01002,2024-05-03,Mobile App,Credit Card,Returned
ORD001441,CUST00392,2025-03-01,Website,UPI,Completed
ORD001442,CUST00523,2025-05-04,Website,COD,Completed
ORD001443,CUST00861,2025-01-24,Website,Wallet,Completed
ORD001444,CUST00635,2026-08-26,Mobile App,Credit Card,Completed
ORD001445,CUST00470,2024-11-03,Marketplace,UPI,Completed
ORD001446,CUST00966,2025-02-03,Website,COD,Completed
ORD001447,CUST00663,2026-07-07,Website,Wallet,Completed
ORD001448,CUST00263,2024-01-10,Website,UPI,Completed
ORD001449,CUST00126,2024-02-09,Mobile App,UPI,Completed
ORD001450,CUST00762,2024-10-27,Mobile App,Wallet,Completed
ORD001451,CUST01063,2024-06-27,Marketplace,Net Banking,Completed
ORD001452,CUST00748,2024-07-04,Mobile App,UPI,Completed
ORD001453,CUST00418,2025-05-24,Website,Debit Card,Cancelled
ORD001454,CUST00658,2024-09-28,Website,UPI,Completed
ORD001455,CUST00071,2025-04-26,Mobile App,UPI,Completed
ORD001456,CUST00773,2025-07-06,Mobile App,Net Banking,Completed
ORD001457,CUST00031,2024-04-12,Website,UPI,Completed
ORD001458,CUST00231,2024-03-08,Marketplace,Credit Card,Completed
ORD001459,CUST01100,2026-07-08,Website,Wallet,Completed
ORD001460,CUST00638,2024-01-01,Website,COD,Completed
ORD001461,CUST01106,2024-11-26,Website,Debit Card,Completed
ORD001462,CUST01010,2025-05-04,Mobile App,Wallet,Completed
ORD001463,CUST01055,2024-08-12,Website,COD,Completed
ORD001464,CUST00195,2024-03-25,Mobile App,Credit Card,Completed
ORD001465,CUST00464,2024-09-12,Website,Net Banking,Completed
ORD001466,CUST00947,2025-12-28,Mobile App,Credit Card,Completed
ORD001467,CUST00547,2026-06-23,Mobile App,UPI,Completed
ORD001468,CUST00298,2025-11-08,Mobile App,COD,Completed
ORD001469,CUST00789,2026-07-16,Mobile App,Wallet,Returned
ORD001470,CUST00293,2024-01-15,Mobile App,Wallet,Completed
ORD001471,CUST00661,2025-02-10,Website,Credit Card,Completed
ORD001472,CUST01183,2024-07-11,Website,COD,Completed
ORD001473,CUST01118,2024-09-26,Website,Net Banking,Completed
ORD001474,CUST00691,2025-06-10,Website,COD,Completed
ORD001475,CUST00999,2026-04-06,Mobile App,Credit Card,Completed
ORD001476,CUST00702,2026-05-26,Mobile App,UPI,Completed
ORD001477,CUST00053,2025-03-12,Marketplace,UPI,Completed
ORD001478,CUST00228,2025-04-13,Website,Net Banking,Completed
ORD001479,CUST00629,2024-12-21,Website,Debit Card,Returned
ORD001480,CUST01034,2026-06-06,Website,Wallet,Cancelled
ORD001481,CUST00400,2025-06-07,Website,Net Banking,Completed
ORD001482,CUST00725,2024-07-22,Mobile App,Net Banking,Completed
ORD001483,CUST01076,2025-06-27,Website,Debit Card,Completed
ORD001484,CUST01088,2025-12-11,Website,UPI,Completed
ORD001485,CUST00464,2025-10-12,Mobile App,Net Banking,Completed
ORD001486,CUST00869,2026-08-22,Mobile App,UPI,Returned
ORD001487,CUST00821,2026-08-29,Website,COD,Returned
ORD001488,CUST00976,2026-07-04,Website,UPI,Returned
ORD001489,CUST00154,2024-01-01,Website,Debit Card,Completed
ORD001490,CUST00137,2026-08-03,Website,Credit Card,Completed
ORD001491,CUST00329,2026-04-22,Mobile App,Wallet,Returned
ORD001492,CUST00802,2024-09-05,Mobile App,Debit Card,Completed
ORD001493,CUST00510,2024-07-17,Mobile App,UPI,Returned
ORD001494,CUST00288,2024-10-09,Mobile App,UPI,Completed
ORD001495,CUST00311,2026-08-25,Website,UPI,Completed
ORD001496,CUST00023,2024-12-01,Mobile App,Credit Card,Completed
ORD001497,CUST00965,2026-03-01,Website,Credit Card,Completed
ORD001498,CUST00931,2025-07-08,Website,COD,Completed
ORD001499,CUST00700,2026-01-07,Mobile App,COD,Completed
ORD001500,CUST00524,2026-05-08,Website,Credit Card,Completed
ORD001501,CUST00998,2026-06-16,Mobile App,UPI,Completed
ORD001502,CUST00743,2026-01-19,Website,Wallet,Completed
ORD001503,CUST00886,2025-12-19,Website,Debit Card,Cancelled
ORD001504,CUST00565,2024-10-13,Marketplace,Debit Card,Completed
ORD001505,CUST00515,2025-11-13,Marketplace,UPI,Completed
ORD001506,CUST00995,2026-04-05,Website,Credit Card,Completed
ORD001507,CUST00545,2025-11-12,Website,Wallet,Completed
ORD001508,CUST01159,2025-07-28,Website,Credit Card,Cancelled
ORD001509,CUST00087,2025-01-26,Mobile App,Debit Card,Completed
ORD001510,CUST01179,2024-04-10,Website,COD,Completed
ORD001511,CUST00864,2025-08-17,Mobile App,Net Banking,Completed
ORD001512,CUST00902,2025-10-24,Mobile App,Debit Card,Completed
ORD001513,CUST00817,2026-08-20,Mobile App,Debit Card,Completed
ORD001514,CUST00053,2025-11-16,Website,UPI,Completed
ORD001515,CUST00203,2024-12-02,Website,Credit Card,Completed
ORD001516,CUST00520,2025-04-12,Website,Net Banking,Completed
ORD001517,CUST00567,2024-09-11,Website,UPI,Completed
ORD001518,CUST00539,2025-10-12,Mobile App,UPI,Completed
ORD001519,CUST01121,2026-06-03,Mobile App,Net Banking,Completed
ORD001520,CUST00353,2026-03-10,Mobile App,Wallet,Completed
ORD001521,CUST01103,2025-09-23,Mobile App,Wallet,Completed
ORD001522,CUST00627,2026-04-28,Website,Net Banking,Completed
ORD001523,CUST01019,2024-11-16,Mobile App,Net Banking,Completed
ORD001524,CUST00995,2026-05-26,Website,Wallet,Cancelled
ORD001525,CUST00327,2026-02-11,Marketplace,Credit Card,Completed
ORD001526,CUST00636,2025-08-18,Marketplace,Net Banking,Completed
ORD001527,CUST01147,2026-02-13,Mobile App,Credit Card,Completed
ORD001528,CUST00192,2024-07-22,Website,Debit Card,Cancelled
ORD001529,CUST00540,2025-02-18,Website,Credit Card,Completed
ORD001530,CUST00789,2024-05-16,Website,COD,Completed
ORD001531,CUST00602,2026-06-27,Mobile App,COD,Completed
ORD001532,CUST00907,2024-08-18,Mobile App,UPI,Completed
ORD001533,CUST00054,2024-10-07,Website,Wallet,Returned
ORD001534,CUST00463,2024-09-08,Website,Wallet,Completed
ORD001535,CUST00500,2024-10-30,Marketplace,Wallet,Completed
ORD001536,CUST00849,2025-03-25,Mobile App,COD,Completed
ORD001537,CUST01063,2024-07-09,Mobile App,Debit Card,Cancelled
ORD001538,CUST00536,2025-01-31,Mobile App,COD,Completed
ORD001539,CUST00884,2024-09-26,Website,COD,Returned
ORD001540,CUST01107,2024-11-23,Website,COD,Completed
ORD001541,CUST00506,2026-05-30,Mobile App,Debit Card,Completed
ORD001542,CUST01040,2026-07-28,Mobile App,Debit Card,Completed
ORD001543,CUST00467,2026-04-26,Mobile App,Net Banking,Completed
ORD001544,CUST00459,2025-07-21,Website,Debit Card,Completed
ORD001545,CUST00897,2025-09-25,Website,Credit Card,Returned
ORD001546,CUST00046,2024-06-24,Mobile App,Debit Card,Completed
ORD001547,CUST00977,2024-12-21,Mobile App,UPI,Completed
ORD001548,CUST00566,2024-03-07,Mobile App,COD,Completed
ORD001549,CUST01006,2025-12-31,Website,Net Banking,Completed
ORD001550,CUST00441,2025-02-09,Mobile App,Credit Card,Completed
ORD001551,CUST00677,2024-11-07,Website,Wallet,Completed
ORD001552,CUST00296,2025-02-20,Mobile App,COD,Completed
ORD001553,CUST00014,2026-06-02,Marketplace,UPI,Completed
ORD001554,CUST00246,2025-08-24,Mobile App,UPI,Completed
ORD001555,CUST00331,2025-02-27,Mobile App,UPI,Completed
ORD001556,CUST00368,2026-02-16,Mobile App,UPI,Cancelled
ORD001557,CUST00245,2026-01-16,Website,UPI,Completed
ORD001558,CUST00794,2025-12-18,Mobile App,Credit Card,Completed
ORD001559,CUST00704,2026-05-17,Website,Credit Card,Completed
ORD001560,CUST00517,2025-03-16,Website,UPI,Completed
ORD001561,CUST00720,2024-08-20,Marketplace,Debit Card,Completed
ORD001562,CUST00193,2026-02-08,Mobile App,UPI,Completed
ORD001563,CUST00122,2025-07-24,Mobile App,UPI,Completed
ORD001564,CUST00026,2025-06-25,Website,Credit Card,Completed
ORD001565,CUST01164,2026-07-15,Mobile App,Wallet,Returned
ORD001566,CUST01021,2024-07-12,Website,UPI,Completed
ORD001567,CUST00317,2026-06-12,Mobile App,Debit Card,Cancelled
ORD001568,CUST00364,2025-12-24,Website,Wallet,Completed
ORD001569,CUST00080,2025-09-29,Marketplace,COD,Completed
ORD001570,CUST00639,2024-05-03,Marketplace,UPI,Completed
ORD001571,CUST01062,2025-08-27,Website,UPI,Completed
ORD001572,CUST00691,2024-06-07,Marketplace,COD,Completed
ORD001573,CUST00918,2025-02-02,Marketplace,Debit Card,Completed
ORD001574,CUST00749,2024-09-09,Website,COD,Completed
ORD001575,CUST00828,2026-03-24,Website,UPI,Returned
ORD001576,CUST00203,2025-05-06,Mobile App,UPI,Completed
ORD001577,CUST01080,2026-07-22,Mobile App,Net Banking,Completed
ORD001578,CUST01119,2026-02-14,Mobile App,Credit Card,Completed
ORD001579,CUST00406,2026-02-20,Website,Debit Card,Completed
ORD001580,CUST00169,2025-01-21,Website,Credit Card,Completed
ORD001581,CUST00797,2025-05-10,Website,COD,Completed
ORD001582,CUST00113,2026-02-28,Mobile App,UPI,Returned
ORD001583,CUST01170,2024-11-10,Mobile App,Debit Card,Completed
ORD001584,CUST00058,2025-07-01,Website,Credit Card,Completed
ORD001585,CUST00108,2025-07-04,Mobile App,Net Banking,Completed
ORD001586,CUST01074,2025-06-04,Mobile App,Credit Card,Completed
ORD001587,CUST00440,2024-02-15,Website,COD,Cancelled
ORD001588,CUST00656,2025-12-30,Website,UPI,Completed
ORD001589,CUST00032,2025-10-17,Website,Credit Card,Cancelled
ORD001590,CUST00595,2024-04-29,Website,UPI,Completed
ORD001591,CUST00678,2026-05-01,Marketplace,COD,Completed
ORD001592,CUST00824,2025-01-15,Website,UPI,Completed
ORD001593,CUST00529,2025-11-15,Mobile App,Credit Card,Completed
ORD001594,CUST00635,2026-06-03,Website,COD,Completed
ORD001595,CUST00839,2024-10-06,Mobile App,Credit Card,Completed
ORD001596,CUST00389,2024-10-11,Mobile App,Credit Card,Completed
ORD001597,CUST00810,2025-10-03,Website,Net Banking,Completed
ORD001598,CUST00457,2025-12-07,Website,UPI,Completed
ORD001599,CUST01001,2026-03-21,Website,Debit Card,Completed
ORD001600,CUST00526,2026-01-27,Marketplace,Net Banking,Completed
ORD001601,CUST01099,2024-10-18,Website,Wallet,Completed
ORD001602,CUST00245,2026-02-18,Website,COD,Completed
ORD001603,CUST01137,2024-03-29,Mobile App,UPI,Completed
ORD001604,CUST00961,2024-02-06,Website,UPI,Completed
ORD001605,CUST00378,2025-02-01,Website,Net Banking,Completed
ORD001606,CUST00760,2025-03-22,Website,UPI,Completed
ORD001607,CUST01032,2024-02-12,Mobile App,UPI,Completed
ORD001608,CUST00090,2024-11-21,Mobile App,COD,Completed
ORD001609,CUST00514,2026-08-31,Marketplace,Credit Card,Completed
ORD001610,CUST00116,2025-10-21,Website,UPI,Completed
ORD001611,CUST00462,2024-03-06,Website,UPI,Completed
ORD001612,CUST00052,2025-03-25,Mobile App,UPI,Completed
ORD001613,CUST00590,2025-06-25,Mobile App,UPI,Returned
ORD001614,CUST00229,2024-02-28,Mobile App,Credit Card,Completed
ORD001615,CUST00348,2025-09-25,Mobile App,Credit Card,Completed
ORD001616,CUST00213,2026-07-12,Mobile App,UPI,Completed
ORD001617,CUST00794,2024-02-29,Mobile App,UPI,Completed
ORD001618,CUST00073,2025-10-05,Mobile App,UPI,Completed
ORD001619,CUST00976,2026-07-21,Marketplace,Debit Card,Completed
ORD001620,CUST00793,2025-09-22,Website,Net Banking,Completed
ORD001621,CUST00513,2025-09-19,Website,COD,Completed
ORD001622,CUST00314,2026-07-30,Website,COD,Completed
ORD001623,CUST00358,2024-10-20,Marketplace,Credit Card,Completed
ORD001624,CUST00754,2024-06-13,Mobile App,Credit Card,Completed
ORD001625,CUST00942,2024-02-13,Website,COD,Completed
ORD001626,CUST00257,2025-02-15,Mobile App,Credit Card,Returned
ORD001627,CUST00856,2025-03-07,Website,Credit Card,Returned
ORD001628,CUST00745,2025-04-19,Website,Debit Card,Completed
ORD001629,CUST00422,2025-06-26,Website,Net Banking,Completed
ORD001630,CUST00745,2026-08-28,Marketplace,Debit Card,Completed
ORD001631,CUST00768,2025-02-22,Mobile App,UPI,Completed
ORD001632,CUST01112,2024-04-21,Mobile App,Credit Card,Completed
ORD001633,CUST00845,2026-03-04,Website,UPI,Completed
ORD001634,CUST00788,2024-06-09,Marketplace,Credit Card,Returned
ORD001635,CUST00423,2024-01-25,Website,Debit Card,Completed
ORD001636,CUST01154,2026-02-02,Mobile App,Debit Card,Completed
ORD001637,CUST00406,2026-03-31,Website,Credit Card,Completed
ORD001638,CUST00268,2026-01-26,Mobile App,Credit Card,Completed
ORD001639,CUST01087,2026-02-20,Mobile App,COD,Completed
ORD001640,CUST00134,2026-03-16,Website,UPI,Cancelled
ORD001641,CUST00679,2024-02-24,Mobile App,Credit Card,Cancelled
ORD001642,CUST00309,2024-07-26,Marketplace,Credit Card,Completed
ORD001643,CUST00647,2025-09-30,Mobile App,Wallet,Completed
ORD001644,CUST00359,2025-12-21,Website,UPI,Completed
ORD001645,CUST00312,2026-07-11,Website,UPI,Cancelled
ORD001646,CUST00325,2025-02-23,Mobile App,Debit Card,Completed
ORD001647,CUST00511,2024-10-14,Marketplace,Debit Card,Completed
ORD001648,CUST00199,2025-03-31,Mobile App,UPI,Completed
ORD001649,CUST00977,2025-01-23,Website,UPI,Completed
ORD001650,CUST00743,2026-04-17,Marketplace,Debit Card,Completed
ORD001651,CUST00041,2026-07-04,Marketplace,COD,Completed
ORD001652,CUST00696,2026-06-25,Marketplace,COD,Completed
ORD001653,CUST00615,2024-05-18,Mobile App,COD,Completed
ORD001654,CUST00404,2026-08-15,Marketplace,Credit Card,Completed
ORD001655,CUST00171,2026-08-29,Website,COD,Completed
ORD001656,CUST00856,2025-09-28,Marketplace,Credit Card,Completed
ORD001657,CUST00574,2025-06-09,Marketplace,COD,Completed
ORD001658,CUST00342,2024-11-22,Website,UPI,Completed
ORD001659,CUST00887,2025-04-04,Website,UPI,Returned
ORD001660,CUST00939,2025-11-03,Mobile App,Credit Card,Completed
ORD001661,CUST00022,2026-06-11,Mobile App,UPI,Completed
ORD001662,CUST00963,2026-07-15,Website,UPI,Completed
ORD001663,CUST00769,2025-12-14,Website,Wallet,Completed
ORD001664,CUST00870,2026-03-13,Website,Credit Card,Returned
ORD001665,CUST00536,2026-01-06,Mobile App,Credit Card,Completed
ORD001666,CUST00922,2026-07-24,Marketplace,UPI,Completed
ORD001667,CUST01043,2024-11-22,Mobile App,UPI,Completed
ORD001668,CUST00220,2026-02-19,Website,UPI,Completed
ORD001669,CUST00486,2025-08-08,Mobile App,COD,Completed
ORD001670,CUST00699,2024-01-14,Mobile App,Debit Card,Completed
ORD001671,CUST00944,2025-10-03,Mobile App,Credit Card,Completed
ORD001672,CUST00250,2025-09-19,Website,UPI,Cancelled
ORD001673,CUST00167,2026-08-06,Website,Net Banking,Completed
ORD001674,CUST00478,2025-03-19,Website,Net Banking,Completed
ORD001675,CUST01085,2025-10-02,Website,Wallet,Completed
ORD001676,CUST00382,2025-05-22,Website,Net Banking,Completed
ORD001677,CUST00126,2026-05-31,Website,Credit Card,Completed
ORD001678,CUST00540,2024-07-21,Website,Debit Card,Returned
ORD001679,CUST00254,2025-12-17,Mobile App,UPI,Completed
ORD001680,CUST00467,2024-11-25,Website,Debit Card,Completed
ORD001681,CUST00845,2025-09-07,Website,Credit Card,Completed
ORD001682,CUST00707,2026-04-24,Mobile App,Debit Card,Completed
ORD001683,CUST00516,2025-11-30,Website,UPI,Completed
ORD001684,CUST00705,2025-05-20,Marketplace,UPI,Completed
ORD001685,CUST00164,2025-03-16,Mobile App,COD,Completed
ORD001686,CUST00181,2026-02-01,Website,Net Banking,Cancelled
ORD001687,CUST00135,2025-12-15,Mobile App,Net Banking,Completed
ORD001688,CUST00984,2025-01-01,Website,Credit Card,Completed
ORD001689,CUST00390,2025-07-13,Website,UPI,Completed
