order_id,payment_method,payment_status,transaction_date,order_amount
ORD001126,Credit Card,Paid,2024-02-16,40996.28
ORD001127,Credit Card,Paid,2025-02-23,29236.22
ORD001128,Net Banking,Paid,2025-12-17,28942.82
ORD001129,COD,Paid,2026-04-19,29588.28
ORD001130,Credit Card,Paid,2025-01-14,46627.7
ORD001131,UPI,Paid,2025-08-26,48986.36
ORD001132,COD,Paid,2024-12-15,2731.33
ORD001133,Credit Card,Paid,2026-05-14,49896.53
ORD001134,Net Banking,Paid,2024-05-27,19413.67
ORD001135,Debit Card,Paid,2024-08-03,1908.52
ORD001136,UPI,Paid,2024-04-11,19529.82
ORD001137,Credit Card,Paid,2025-03-26,43523.86
ORD001138,Debit Card,Paid,2025-09-12,14916.08
ORD001139,Net Banking,Paid,2024-07-30,26591.23
ORD001140,Debit Card,Paid,2026-07-13,40729.04
ORD001141,UPI,Refunded,2024-01-08,30447.34
ORD001142,Credit Card,Paid,2026-08-23,43565.71
ORD001143,Net Banking,Paid,2025-04-10,38882.67
ORD001144,Credit Card,Paid,2024-05-03,5040.86
ORD001145,UPI,Paid,2024-05-21,3130.49
ORD001146,Credit Card,Paid,2024-03-21,6688.52
ORD001147,Credit Card,Paid,2024-10-09,43670.43
ORD001148,UPI,Paid,2025-12-24,46282.36
ORD001149,Wallet,Paid,2025-12-23,7466.09
ORD001150,Debit Card,Paid,2026-06-18,28293.03
ORD001151,UPI,Failed,2025-08-23,45912.52
ORD001152,UPI,Paid,2025-04-26,4921.66
ORD001153,UPI,Paid,2024-05-15,28978.45
ORD001154,UPI,Failed,2026-01-10,29435.19
ORD001155,Net Banking,Paid,2024-08-02,5090.67
ORD001156,Credit Card,Paid,2025-10-09,42975.38
ORD001157,COD,Paid,2024-07-04,13136.07
ORD001158,Debit Card,Paid,2025-05-16,7136.69
ORD001159,COD,Paid,2024-08-12,27941.88
ORD001160,Debit Card,Refunded,2025-03-06,43989.27
ORD001161,Credit Card,Paid,2025-04-20,37500.59
ORD001162,COD,Paid,2024-05-12,25231.88
ORD001163,UPI,Paid,2025-12-04,42046.86
ORD001164,Net Banking,Paid,2026-05-21,5032.46
ORD001165,Credit Card,Refunded,2024-11-21,49874
ORD001166,Net Banking,Paid,2026-07-23,28290.89
ORD001167,Credit Card,Paid,2026-04-18,10538.64
ORD001168,Debit Card,Paid,2024-06-19,33169.32
ORD001169,Debit Card,Paid,2025-09-20,8416.63
ORD001170,Net Banking,Paid,2024-01-23,39925.77
ORD001171,UPI,Paid,2026-02-25,11745.51
ORD001172,Wallet,Paid,2025-07-03,1570.97
ORD001173,UPI,Paid,2026-01-06,38743.62
ORD001174,UPI,Paid,2025-02-27,29427.87
ORD001175,Credit Card,Paid,2026-05-15,18370.44
ORD001176,Credit Card,Paid,2026-03-21,31271.92
ORD001177,Net Banking,Paid,2025-10-08,44689.16
ORD001178,Net Banking,Paid,2025-01-21,12142.12
ORD001179,Net Banking,Paid,2024-03-27,31617.28
ORD001180,Wallet,Paid,2025-03-02,47125.71
ORD001181,Wallet,Paid,2024-06-04,37252.02
ORD001182,Credit Card,Paid,2025-09-12,8015.83
ORD001183,UPI,Paid,2024-11-05,27689.08
ORD001184,Credit Card,Paid,2025-08-13,41241.34
ORD001185,Credit Card,Paid,2025-02-20,1539.71
ORD001186,COD,Paid,2025-06-03,13665.36
ORD001187,Net Banking,Paid,2026-09-02,27345.93
ORD001188,UPI,Refunded,2025-08-15,27366.15
ORD001189,Credit Card,Paid,2025-07-30,23135.24
ORD001190,UPI,Paid,2024-03-27,8346.09
ORD001191,Credit Card,Paid,2025-08-31,47354.51
ORD001192,UPI,Paid,2025-06-19,45407.84
ORD001193,Wallet,Paid,2025-02-26,27846.38
ORD001194,COD,Paid,2025-12-06,9916.25
ORD001195,Debit Card,Paid,2024-08-02,25720.07
ORD001196,Net Banking,Paid,2025-10-30,12981.29
ORD001197,Credit Card,Paid,2026-05-29,44246.75
ORD001198,Net Banking,Paid,2024-05-10,34277.47
ORD001199,Credit Card,Paid,2025-03-24,44211.51
ORD001200,Net Banking,Paid,2026-04-03,19754.87
ORD001201,Credit Card,Paid,2025-02-12,2932.25
ORD001202,Debit Card,Paid,2026-08-03,11096.42
ORD001203,Credit Card,Paid,2025-10-28,9094.36
ORD001204,UPI,Paid,2025-09-21,22027.95
ORD001205,Net Banking,Paid,2026-08-17,3782.85
ORD001206,Wallet,Paid,2024-05-18,26401.46
ORD001207,UPI,Paid,2025-03-03,45610.36
ORD001208,UPI,Paid,2024-11-16,38286.98
ORD001209,Debit Card,Paid,2024-04-07,46687.58
ORD001210,Credit Card,Refunded,2025-10-13,5954.92
ORD001211,COD,Paid,2024-07-16,49094.98
ORD001212,Net Banking,Paid,2026-01-17,21407.32
ORD001213,UPI,Paid,2025-07-29,2905.04
ORD001214,UPI,Paid,2024-04-15,8876.56
ORD001215,Net Banking,Paid,2026-03-28,25959.94
ORD001216,Net Banking,Paid,2026-03-01,7155.4
ORD001217,UPI,Paid,2026-07-20,9062.58
ORD001218,Debit Card,Paid,2024-08-10,27513.16
ORD001219,COD,Paid,2025-05-01,45591.59
ORD001220,Credit Card,Paid,2025-06-07,39670.11
ORD001221,Credit Card,Paid,2026-02-17,37134.05
ORD001222,Wallet,Paid,2025-12-24,39872.12
ORD001223,COD,Paid,2024-03-21,34776.43
ORD001224,Debit Card,Paid,2025-12-30,41971.64
ORD001225,Debit Card,Paid,2026-03-19,13574.22
ORD001226,Credit Card,Paid,2024-12-22,32701.65
ORD001227,UPI,Paid,2025-11-17,22439.52
ORD001228,UPI,Paid,2026-07-31,39984.89
ORD001229,Credit Card,Paid,2024-01-11,35221.21
ORD001230,Credit Card,Paid,2024-11-13,27255.42
ORD001231,UPI,Paid,2026-08-01,18710.05
ORD001232,Net Banking,Failed,2025-05-06,37996.26
ORD001233,Wallet,Refunded,2025-10-03,40364.36
ORD001234,Debit Card,Paid,2026-08-08,35644.17
ORD001235,UPI,Paid,2025-04-29,28829.06
ORD001236,UPI,Paid,2026-07-05,35877.64
ORD001237,UPI,Paid,2024-03-25,28566.97
ORD001238,Wallet,Paid,2025-12-28,35127.81
ORD001239,Net Banking,Paid,2026-05-23,14383.52
ORD001240,UPI,Paid,2025-11-20,35489.03
ORD001241,COD,Failed,2026-01-10,9313.11
ORD001242,Wallet,Paid,2026-05-08,26357.63
ORD001243,Credit Card,Paid,2026-01-17,44780.86
ORD001244,Debit Card,Paid,2024-07-22,26892.28
ORD001245,Debit Card,Paid,2026-08-21,5156.75
ORD001246,UPI,Paid,2025-04-22,33141.84
ORD001247,UPI,Paid,2024-04-01,8267.16
ORD001248,Wallet,Paid,2024-11-22,21253.95
ORD001249,Net Banking,Failed,2025-01-18,5900.71
ORD001250,Net Banking,Paid,2026-05-07,34139.86
ORD001251,UPI,Paid,2025-01-23,7931.69
ORD001252,UPI,Paid,2024-08-20,42339.79
ORD001253,Credit Card,Refunded,2024-09-22,20744.99
ORD001254,Debit Card,Paid,2024-12-23,2445.82
ORD001255,Debit Card,Paid,2024-02-07,36646.77
ORD001256,Wallet,Paid,2025-12-20,36066.93
ORD001257,Credit Card,Paid,2024-07-31,16228.61
ORD001258,Net Banking,Paid,2026-03-25,589.98
ORD001259,UPI,Paid,2025-04-23,48432.01
ORD001260,Debit Card,Paid,2024-07-10,35748.95
ORD001261,UPI,Paid,2025-01-21,10137.68
ORD001262,Credit Card,Paid,2026-07-11,27242.15
ORD001263,Credit Card,Paid,2026-07-14,2293.02
ORD001264,Credit Card,Paid,2025-07-13,5108.36
ORD001265,Net Banking,Paid,2025-08-31,7526.59
ORD001266,Debit Card,Paid,2024-09-06,39627.18
ORD001267,COD,Paid,2025-02-15,42112.89
ORD001268,Credit Card,Paid,2026-08-16,39514.36
ORD001269,UPI,Paid,2025-08-14,32945.58
ORD001270,COD,Paid,2024-11-03,40786.2
ORD001271,UPI,Paid,2024-05-14,560.95
ORD001272,Credit Card,Paid,2026-03-23,20618.38
ORD001273,UPI,Paid,2024-01-01,30999.67
ORD001274,Credit Card,Paid,2024-07-08,7681.82
ORD001275,Credit Card,Paid,2024-06-07,36615.04
ORD001276,Net Banking,Paid,2024-12-19,5181.89
ORD001277,Wallet,Paid,2026-07-24,40478.81
ORD001278,Credit Card,Refunded,2026-02-21,1575.93
ORD001279,Wallet,Paid,2025-02-14,29373.69
ORD001280,Credit Card,Paid,2025-03-11,43398.12
ORD001281,Debit Card,Paid,2025-08-23,41357.11
ORD001282,Wallet,Paid,2025-01-12,13771.15
ORD001283,Debit Card,Paid,2026-02-09,3506.37
ORD001284,Credit Card,Paid,2024-07-11,27264.44
ORD001285,Credit Card,Paid,2025-11-01,37547.58
ORD001286,COD,Paid,2026-04-21,17404.35
ORD001287,Wallet,Paid,2024-06-17,7706.37
ORD001288,UPI,Failed,2024-03-26,11529.42
ORD001289,UPI,Paid,2026-04-03,1535.4
ORD001290,Debit Card,Paid,2025-12-03,2994.22
ORD001291,UPI,Paid,2025-03-08,18479.7
ORD001292,Wallet,Paid,2025-09-11,27087.09
ORD001293,UPI,Paid,2026-05-14,23805.23
ORD001294,COD,Paid,2025-03-11,43842.39
ORD001295,Net Banking,Paid,2024-01-09,1365.95
ORD001296,Credit Card,Paid,2025-06-11,26552
ORD001297,UPI,Paid,2026-06-07,29391.63
ORD001298,Debit Card,Paid,2025-01-14,31963.5
ORD001299,Credit Card,Paid,2024-01-26,48105.78
ORD001300,UPI,Paid,2025-04-02,16378.19
ORD001301,Credit Card,Paid,2026-01-19,33861.84
ORD001302,UPI,Paid,2025-07-02,45946.91
ORD001303,Credit Card,Paid,2026-07-04,8625.55
ORD001304,UPI,Paid,2026-07-30,21986.27
ORD001305,Net Banking,Paid,2024-02-09,31631.4
ORD001306,Net Banking,Paid,2024-04-13,40720.28
ORD001307,UPI,Paid,2025-10-15,33482.08
ORD001308,Credit Card,Refunded,2024-09-21,45502.61
ORD001309,Credit Card,Paid,2024-07-15,41784.27
ORD001310,UPI,Paid,2026-05-25,5522.26
ORD001311,Net Banking,Paid,2024-08-09,37687.03
ORD001312,COD,Paid,2025-05-28,18199.5
ORD001313,UPI,Paid,2024-10-07,41268.37
ORD001314,Debit Card,Paid,2024-05-12,29439.77
ORD001315,UPI,Paid,2024-11-21,4633.32
ORD001316,Debit Card,Paid,2024-03-06,31726.79
ORD001317,Credit Card,Paid,2025-03-07,3262.09
ORD001318,Wallet,Paid,2024-12-18,34331.75
ORD001319,Net Banking,Paid,2026-05-24,46578.86
ORD001320,Wallet,Paid,2024-09-18,30742.82
ORD001321,Credit Card,Paid,2025-10-08,39527.23
ORD001322,Net Banking,Paid,2025-06-26,45133.1
ORD001323,Debit Card,Paid,2025-04-24,44129.68
ORD001324,Net Banking,Paid,2025-08-01,31272.13
ORD001325,COD,Paid,2024-10-18,17163.13
ORD001326,COD,Paid,2025-07-05,34172.84
ORD001327,UPI,Paid,2025-02-10,46390.04
ORD001328,COD,Paid,2026-06-05,13312.75
ORD001329,UPI,Paid,2025-07-17,8242.87
ORD001330,Debit Card,Paid,2024-10-13,17298
ORD001331,Debit Card,Paid,2025-12-04,13908.76
ORD001332,Credit Card,Paid,2025-02-18,29974.71
ORD001333,UPI,Paid,2024-06-09,32071.37
ORD001334,Net Banking,Refunded,2026-02-20,38328.54
ORD001335,Credit Card,Paid,2025-08-17,16745.42
ORD001336,Debit Card,Paid,2025-09-26,20428.54
ORD001337,COD,Paid,2025-09-06,41653.11
ORD001338,Credit Card,Paid,2024-09-13,3222.11
ORD001339,COD,Refunded,2025-01-14,31978.45
ORD001340,Wallet,Paid,2025-07-20,14562.75
ORD001341,COD,Paid,2025-01-12,39427.84
ORD001342,COD,Paid,2024-11-27,49776.13
ORD001343,Debit Card,Paid,2025-04-17,42554.92
ORD001344,Credit Card,Paid,2026-03-27,11882.04
ORD001345,COD,Paid,2025-09-10,36862.6
ORD001346,UPI,Paid,2026-01-10,4209.64
ORD001347,COD,Paid,2026-06-07,18704.35
ORD001348,Debit Card,Paid,2025-03-04,7344.56
ORD001349,Credit Card,Paid,2025-09-13,4918.54
ORD001350,Wallet,Paid,2024-03-03,31649.17
ORD001351,COD,Paid,2024-02-10,16797.93
ORD001352,UPI,Paid,2025-03-27,9271.68
ORD001353,UPI,Failed,2026-02-15,12345.29
ORD001354,UPI,Paid,2025-02-26,16473.43
ORD001355,Net Banking,Paid,2024-09-28,25458.84
ORD001356,Net Banking,Paid,2025-12-28,49158.89
ORD001357,Credit Card,Paid,2025-12-07,33945.04
ORD001358,UPI,Refunded,2024-10-09,1243.17
ORD001359,Net Banking,Paid,2024-08-15,13562.47
ORD001360,Credit Card,Failed,2026-01-03,47677.23
ORD001361,Wallet,Paid,2025-11-21,18452.93
ORD001362,UPI,Paid,2025-09-14,47913.56
ORD001363,UPI,Paid,2026-05-22,9401.05
ORD001364,COD,Paid,2025-01-07,49917.33
ORD001365,Debit Card,Paid,2025-09-25,10759.32
ORD001366,Credit Card,Paid,2025-05-29,37418.39
ORD001367,Credit Card,Paid,2025-10-26,45600.7
ORD001368,UPI,Paid,2025-01-24,4111.48
ORD001369,Debit Card,Paid,2024-07-30,17635.31
ORD001370,Credit Card,Refunded,2024-05-03,46863.66
ORD001371,Wallet,Paid,2026-07-18,3195.64
ORD001372,Credit Card,Paid,2025-06-21,47888.48
ORD001373,Credit Card,Paid,2025-10-03,17412.29
ORD001374,COD,Paid,2025-07-02,45035.06
ORD001375,UPI,Failed,2025-08-04,25837.81
ORD001376,Net Banking,Paid,2025-12-08,27425.02
ORD001377,UPI,Paid,2025-09-15,29708.23
ORD001378,UPI,Paid,2026-05-01,1918.52
ORD001379,Net Banking,Paid,2024-08-01,36475.1
ORD001380,UPI,Paid,2024-04-11,47864.98
ORD001381,Credit Card,Refunded,2024-03-16,20854.21
ORD001382,Debit Card,Paid,2024-04-12,34253.68
ORD001383,COD,Paid,2024-01-10,20844.18
ORD001384,Debit Card,Paid,2025-03-30,2515.92
ORD001385,Debit Card,Paid,2024-01-02,34417.01
ORD001386,Credit Card,Paid,2024-06-29,9726.04
ORD001387,UPI,Paid,2024-11-02,28867.72
ORD001388,Credit Card,Paid,2025-07-29,20290.11
ORD001389,Credit Card,Paid,2026-08-27,3595.61
ORD001390,UPI,Paid,2025-04-27,20863.03
ORD001391,Credit Card,Paid,2024-11-08,46232.48
ORD001392,UPI,Paid,2025-07-06,21019.88
ORD001393,Net Banking,Paid,2024-11-10,45125.11
ORD001394,UPI,Paid,2025-12-03,33978.8
ORD001395,Credit Card,Paid,2024-11-28,24383.43
ORD001396,Credit Card,Paid,2024-06-11,17730.11
ORD001397,UPI,Paid,2025-09-01,21239.13
ORD001398,Credit Card,Paid,2025-04-28,48740.7
ORD001399,Credit Card,Refunded,2026-04-29,24791.43
ORD001400,Credit Card,Paid,2025-03-03,48022.99
ORD001401,Net Banking,Paid,2024-12-29,3990.17
ORD001402,Net Banking,Paid,2025-12-22,34550.2
ORD001403,Wallet,Paid,2025-01-18,36917.6
ORD001404,Debit Card,Paid,2025-07-27,28900.27
ORD001405,UPI,Paid,2024-10-07,6964.86
ORD001406,COD,Paid,2026-08-23,44929.47
ORD001407,COD,Paid,2025-02-04,15616.69
ORD001408,Credit Card,Paid,2024-03-02,570.49
ORD001409,UPI,Paid,2025-03-25,19737.39
ORD001410,COD,Paid,2024-11-28,20761.81
ORD001411,Credit Card,Paid,2025-08-10,41373.37
ORD001412,Wallet,Paid,2025-07-14,9810.9
ORD001413,Net Banking,Paid,2024-05-23,15311.36
ORD001414,Credit Card,Paid,2026-05-24,7453.46
ORD001415,Credit Card,Paid,2024-07-08,24087.23
ORD001416,Net Banking,Paid,2025-11-25,41435.96
ORD001417,Wallet,Paid,2024-05-03,15999.96
ORD001418,COD,Paid,2026-05-02,49475.11
ORD001419,COD,Paid,2025-08-03,17961.15
ORD001420,Debit Card,Paid,2024-11-30,47650.49
ORD001421,COD,Paid,2026-01-23,21020.5
ORD001422,Wallet,Paid,2025-06-28,2875.18
ORD001423,COD,Paid,2026-08-02,48571.63
ORD001424,Credit Card,Paid,2026-02-24,34545
ORD001425,UPI,Paid,2026-01-26,34978.63
ORD001426,Net Banking,Paid,2024-12-14,27551.07
ORD001427,Credit Card,Paid,2025-03-19,29684.54
ORD001428,Credit Card,Paid,2025-02-04,13732.47
ORD001429,Net Banking,Refunded,2026-05-26,42972.32
ORD001430,Debit Card,Paid,2025-10-31,13288.76
ORD001431,Net Banking,Paid,2026-06-21,16761.57
ORD001432,Debit Card,Paid,2024-07-05,22487.98
ORD001433,COD,Paid,2026-03-09,10660.14
ORD001434,UPI,Refunded,2024-11-18,23807.55
ORD001435,UPI,Paid,2024-10-05,12231.62
ORD001436,COD,Paid,2024-05-21,1391.18
ORD001437,Credit Card,Paid,2026-06-07,6876.24
ORD001438,UPI,Refunded,2024-07-30,5148.88
ORD001439,UPI,Paid,2025-06-03,7788
ORD001440,Credit Card,Paid,2024-05-04,1382.8
ORD001441,UPI,Paid,2025-03-02,46345.03
ORD001442,COD,Paid,2025-05-04,45966.22
ORD001443,Wallet,Paid,2025-01-24,25168.97
ORD001444,Credit Card,Paid,2026-08-26,38206.93
ORD001445,UPI,Paid,2024-11-03,42205.66
ORD001446,COD,Paid,2025-02-04,46175.97
ORD001447,Wallet,Paid,2026-07-07,17918.3
ORD001448,UPI,Paid,2024-01-11,2193.49
ORD001449,UPI,Paid,2024-02-09,1123.62
ORD001450,Wallet,Paid,2024-10-27,21324.98
ORD001451,Net Banking,Paid,2024-06-28,38899.87
ORD001452,UPI,Paid,2024-07-04,43146.24
ORD001453,Debit Card,Paid,2025-05-24,34566.51
ORD001454,UPI,Paid,2024-09-28,47493.1
ORD001455,UPI,Paid,2025-04-26,16066.28
ORD001456,Net Banking,Paid,2025-07-07,5271.68
ORD001457,UPI,Failed,2024-04-12,15942.91
ORD001458,Credit Card,Paid,2024-03-09,49772.45
ORD001459,Wallet,Paid,2026-07-09,10663.42
ORD001460,COD,Paid,2024-01-02,6947.5
ORD001461,Debit Card,Paid,2024-11-26,811.08
ORD001462,Wallet,Paid,2025-05-04,38951.47
ORD001463,COD,Paid,2024-08-12,17005.47
ORD001464,Credit Card,Paid,2024-03-25,21281.55
ORD001465,Net Banking,Paid,2024-09-12,33011.33
ORD001466,Credit Card,Paid,2025-12-29,7889.94
ORD001467,UPI,Paid,2026-06-24,30952.37
ORD001468,COD,Paid,2025-11-09,34186.38
ORD001469,Wallet,Paid,2026-07-16,11120.71
ORD001470,Wallet,Paid,2024-01-16,23028.39
ORD001471,Credit Card,Paid,2025-02-11,24732.32
ORD001472,COD,Paid,2024-07-12,22237.7
ORD001473,Net Banking,Paid,2024-09-27,5159.21
ORD001474,COD,Paid,2025-06-10,42424.33
ORD001475,Credit Card,Paid,2026-04-07,1565.13
ORD001476,UPI,Paid,2026-05-26,4702.54
ORD001477,UPI,Paid,2025-03-12,35221.97
ORD001478,Net Banking,Paid,2025-04-13,15944.88
ORD001479,Debit Card,Paid,2024-12-21,17651.11
ORD001480,Wallet,Paid,2026-06-06,22362.23
ORD001481,Net Banking,Paid,2025-06-07,48964.75
ORD001482,Net Banking,Paid,2024-07-22,16702.35
ORD001483,Debit Card,Paid,2025-06-27,45932.92
ORD001484,UPI,Paid,2025-12-11,4284.77
ORD001485,Net Banking,Paid,2025-10-13,38011.66
ORD001486,UPI,Paid,2026-08-23,2070.97
ORD001487,COD,Paid,2026-08-30,4458.94
ORD001488,UPI,Paid,2026-07-05,48597.3
ORD001489,Debit Card,Paid,2024-01-01,3450.07
ORD001490,Credit Card,Paid,2026-08-03,26304.14
ORD001491,Wallet,Paid,2026-04-22,909.77
ORD001492,Debit Card,Paid,2024-09-05,14155.01
ORD001493,UPI,Paid,2024-07-17,16244.07
ORD001494,UPI,Paid,2024-10-09,17295.89
ORD001495,UPI,Paid,2026-08-25,15408.2
ORD001496,Credit Card,Paid,2024-12-02,33195.08
ORD001497,Credit Card,Paid,2026-03-02,27757.4
ORD001498,COD,Paid,2025-07-09,13871.96
ORD001499,COD,Paid,2026-01-07,18869.74
ORD001500,Credit Card,Paid,2026-05-09,18361.84
ORD001501,UPI,Paid,2026-06-16,40676.9
ORD001502,Wallet,Paid,2026-01-20,10734.34
ORD001503,Debit Card,Paid,2025-12-20,3742.1
ORD001504,Debit Card,Paid,2024-10-13,32765.28
ORD001505,UPI,Paid,2025-11-14,26275.68
ORD001506,Credit Card,Paid,2026-04-06,26482.22
ORD001507,Wallet,Paid,2025-11-13,37392.06
ORD001508,Credit Card,Paid,2025-07-28,48242.89
ORD001509,Debit Card,Paid,2025-01-27,35178.78
ORD001510,COD,Paid,2024-04-10,28904.54
ORD001511,Net Banking,Paid,2025-08-18,18790.75
ORD001512,Debit Card,Paid,2025-10-25,10648.92
ORD001513,Debit Card,Paid,2026-08-20,39376.98
ORD001514,UPI,Paid,2025-11-17,46171.06
ORD001515,Credit Card,Paid,2024-12-02,39671.78
ORD001516,Net Banking,Paid,2025-04-13,49857.28
ORD001517,UPI,Paid,2024-09-11,43340.48
ORD001518,UPI,Paid,2025-10-13,36839.59
ORD001519,Net Banking,Paid,2026-06-03,33117.62
ORD001520,Wallet,Paid,2026-03-10,20810.39
ORD001521,Wallet,Paid,2025-09-23,28719.18
ORD001522,Net Banking,Paid,2026-04-28,40588.78
ORD001523,Net Banking,Paid,2024-11-17,42472.87
ORD001524,Wallet,Paid,2026-05-26,37172.26
ORD001525,Credit Card,Paid,2026-02-12,37839.86
ORD001526,Net Banking,Paid,2025-08-19,18229.11
ORD001527,Credit Card,Paid,2026-02-13,13204.25
ORD001528,Debit Card,Paid,2024-07-22,2204.15
ORD001529,Credit Card,Paid,2025-02-19,9089.91
ORD001530,COD,Paid,2024-05-16,24873.32
ORD001531,COD,Paid,2026-06-28,39369.72
ORD001532,UPI,Paid,2024-08-19,23578.99
ORD001533,Wallet,Paid,2024-10-07,7826.49
ORD001534,Wallet,Paid,2024-09-08,25871.96
ORD001535,Wallet,Paid,2024-10-31,3409.69
ORD001536,COD,Refunded,2025-03-25,18344.69
ORD001537,Debit Card,Refunded,2024-07-10,41785.61
ORD001538,COD,Paid,2025-01-31,47626.98
ORD001539,COD,Paid,2024-09-27,30666.64
ORD001540,COD,Paid,2024-11-24,13851.01
ORD001541,Debit Card,Paid,2026-05-31,26335.77
ORD001542,Debit Card,Paid,2026-07-29,22900.76
ORD001543,Net Banking,Paid,2026-04-26,29300.69
ORD001544,Debit Card,Refunded,2025-07-21,972.25
ORD001545,Credit Card,Paid,2025-09-25,14848.37
ORD001546,Debit Card,Paid,2024-06-25,13477.75
ORD001547,UPI,Paid,2024-12-22,26980.09
ORD001548,COD,Paid,2024-03-07,31435.64
ORD001549,Net Banking,Paid,2025-12-31,45741.73
ORD001550,Credit Card,Paid,2025-02-09,9427.31
ORD001551,Wallet,Paid,2024-11-08,43374.76
ORD001552,COD,Paid,2025-02-20,31998.66
ORD001553,UPI,Paid,2026-06-03,47097.45
ORD001554,UPI,Paid,2025-08-25,4395.52
ORD001555,UPI,Paid,2025-02-27,23972.72
ORD001556,UPI,Paid,2026-02-17,31245.73
ORD001557,UPI,Paid,2026-01-17,40066.2
ORD001558,Credit Card,Paid,2025-12-18,1309.57
ORD001559,Credit Card,Paid,2026-05-17,18614.39
ORD001560,UPI,Paid,2025-03-16,14756.97
ORD001561,Debit Card,Failed,2024-08-21,9782.74
ORD001562,UPI,Paid,2026-02-09,18596.83
ORD001563,UPI,Paid,2025-07-24,34502.86
ORD001564,Credit Card,Paid,2025-06-26,5963.4
ORD001565,Wallet,Paid,2026-07-16,11052.77
ORD001566,UPI,Paid,2024-07-13,36309.76
ORD001567,Debit Card,Refunded,2026-06-13,11981.65
ORD001568,Wallet,Paid,2025-12-24,28252.69
ORD001569,COD,Paid,2025-09-30,19891.71
ORD001570,UPI,Paid,2024-05-04,27773.63
ORD001571,UPI,Paid,2025-08-28,15380.83
ORD001572,COD,Paid,2024-06-07,34290.62
ORD001573,Debit Card,Paid,2025-02-02,36407.12
ORD001574,COD,Paid,2024-09-10,30296.69
ORD001575,UPI,Paid,2026-03-24,34706.49
ORD001576,UPI,Paid,2025-05-06,7275.34
ORD001577,Net Banking,Refunded,2026-07-22,30778.92
ORD001578,Credit Card,Paid,2026-02-14,41116.94
ORD001579,Debit Card,Paid,2026-02-21,29807.17
ORD001580,Credit Card,Paid,2025-01-21,23853.91
ORD001581,COD,Paid,2025-05-10,47980.47
ORD001582,UPI,Paid,2026-02-28,45463.19
ORD001583,Debit Card,Paid,2024-11-11,12975.29
ORD001584,Credit Card,Paid,2025-07-02,47976.54
ORD001585,Net Banking,Paid,2025-07-05,23957.7
ORD001586,Credit Card,Paid,2025-06-05,9025.69
ORD001587,COD,Paid,2024-02-16,12747.92
ORD001588,UPI,Paid,2025-12-30,44350.89
ORD001589,Credit Card,Paid,2025-10-18,5464.97
ORD001590,UPI,Paid,2024-04-29,4044.98
ORD001591,COD,Paid,2026-05-01,26019.42
ORD001592,UPI,Paid,2025-01-16,40718.5
ORD001593,Credit Card,Paid,2025-11-15,7299.57
ORD001594,COD,Paid,2026-06-03,38532.49
ORD001595,Credit Card,Paid,2024-10-07,20671.65
ORD001596,Credit Card,Paid,2024-10-12,38619.34
ORD001597,Net Banking,Paid,2025-10-03,30222.65
ORD001598,UPI,Refunded,2025-12-08,11941.17
ORD001599,Debit Card,Paid,2026-03-21,18909.82
ORD001600,Net Banking,Refunded,2026-01-27,29914.73
ORD001601,Wallet,Paid,2024-10-19,7681.81
ORD001602,COD,Paid,2026-02-19,17923.7
ORD001603,UPI,Paid,2024-03-29,32458.73
ORD001604,UPI,Paid,2024-02-07,8761.34
ORD001605,Net Banking,Paid,2025-02-01,27776.64
ORD001606,UPI,Paid,2025-03-22,44820.14
ORD001607,UPI,Failed,2024-02-12,4609.58
ORD001608,COD,Paid,2024-11-21,31721.35
ORD001609,Credit Card,Paid,2026-09-01,43626.31
ORD001610,UPI,Paid,2025-10-22,31312.75
ORD001611,UPI,Paid,2024-03-07,46157.3
ORD001612,UPI,Paid,2025-03-25,31436.8
ORD001613,UPI,Paid,2025-06-25,26511.69
ORD001614,Credit Card,Paid,2024-02-29,18770.54
ORD001615,Credit Card,Paid,2025-09-25,34519.01
ORD001616,UPI,Paid,2026-07-12,41926.02
ORD001617,UPI,Paid,2024-02-29,48328.67
ORD001618,UPI,Paid,2025-10-05,34288.42
ORD001619,Debit Card,Paid,2026-07-22,35232.87
ORD001620,Net Banking,Paid,2025-09-23,21059.96
ORD001621,COD,Paid,2025-09-19,1231.4
ORD001622,COD,Paid,2026-07-31,1134.61
ORD001623,Credit Card,Paid,2024-10-21,4502.95
ORD001624,Credit Card,Refunded,2024-06-13,41411.79
ORD001625,COD,Paid,2024-02-14,8468.47
ORD001626,Credit Card,Paid,2025-02-15,43922.08
ORD001627,Credit Card,Paid,2025-03-07,31264.11
ORD001628,Debit Card,Paid,2025-04-20,18413.7
ORD001629,Net Banking,Paid,2025-06-26,15472.83
ORD001630,Debit Card,Paid,2026-08-29,29290.05
ORD001631,UPI,Refunded,2025-02-22,12433.07
ORD001632,Credit Card,Paid,2024-04-22,30043.05
ORD001633,UPI,Paid,2026-03-04,40516.18
ORD001634,Credit Card,Paid,2024-06-10,17631.14
ORD001635,Debit Card,Paid,2024-01-26,33275.22
ORD001636,Debit Card,Failed,2026-02-03,39088
ORD001637,Credit Card,Paid,2026-04-01,49482.54
ORD001638,Credit Card,Paid,2026-01-27,2032.02
ORD001639,COD,Paid,2026-02-21,27489.82
ORD001640,UPI,Paid,2026-03-16,5561.56
ORD001641,Credit Card,Paid,2024-02-24,27981.78
ORD001642,Credit Card,Paid,2024-07-26,7245.89
