customer_id,customer_name,signup_date,segment,city,region,acquisition_channel
CUST00368,Customer 00368,2023-02-02,Consumer,Ahmedabad,West,Direct
CUST00369,Customer 00369,2024-08-03,Small Business,Ahmedabad,West,Email
CUST00370,Customer 00370,2024-12-16,Consumer,Coimbatore,South,Organic Search
CUST00371,Customer 00371,2025-05-23,Consumer,Mumbai,West,Paid Search
CUST00372,Customer 00372,2024-01-31,Consumer,Ahmedabad,West,Organic Search
CUST00373,Customer 00373,2022-09-13,Consumer,Coimbatore,South,Email
CUST00374,Customer 00374,2024-07-09,Small Business,Pune,West,Organic Search
CUST00375,Customer 00375,2022-07-07,Corporate,Kolkata,East,Organic Search
CUST00376,Customer 00376,2023-12-17,Corporate,Ahmedabad,West,Paid Search
CUST00377,Customer 00377,2024-10-25,Consumer,Kolkata,East,Paid Search
CUST00378,Customer 00378,2024-02-07,Consumer,Bengaluru,South,Paid Search
CUST00379,Customer 00379,2023-11-18,Small Business,Bengaluru,South,Organic Search
CUST00380,Customer 00380,2024-08-25,Consumer,Pune,West,Organic Search
CUST00381,Customer 00381,2024-07-07,Consumer,Ahmedabad,West,Direct
CUST00382,Customer 00382,2023-06-09,Consumer,Chennai,South,Organic Search
CUST00383,Customer 00383,2024-12-16,Consumer,Jaipur,North,Email
CUST00384,Customer 00384,2023-09-09,Consumer,Mumbai,West,Organic Search
CUST00385,Customer 00385,2024-07-25,Consumer,Jaipur,North,Email
CUST00386,Customer 00386,2025-05-07,Consumer,Ahmedabad,West,Referral
CUST00387,Customer 00387,2023-05-11,Consumer,Jaipur,North,Paid Search
CUST00388,Customer 00388,2023-12-24,Consumer,Chennai,South,Paid Search
CUST00389,Customer 00389,2024-12-08,Corporate,Bengaluru,South,Organic Search
CUST00390,Customer 00390,2025-01-19,Consumer,Coimbatore,South,Direct
CUST00391,Customer 00391,2022-02-11,Consumer,Coimbatore,South,Social Media
CUST00392,Customer 00392,2024-02-04,Consumer,Kolkata,East,Organic Search
CUST00393,Customer 00393,2023-12-08,Consumer,Bengaluru,South,Referral
CUST00394,Customer 00394,2025-04-06,Small Business,Bengaluru,South,Paid Search
CUST00395,Customer 00395,2023-12-23,Consumer,Chennai,South,Email
CUST00396,Customer 00396,2024-08-09,Corporate,Hyderabad,South,Social Media
CUST00397,Customer 00397,2022-10-04,Consumer,Hyderabad,South,Email
CUST00398,Customer 00398,2022-03-17,Consumer,Ahmedabad,West,Organic Search
CUST00399,Customer 00399,2022-03-27,Consumer,Mumbai,West,Paid Search
CUST00400,Customer 00400,2025-01-17,Consumer,Kolkata,East,Organic Search
CUST00401,Customer 00401,2023-08-09,Consumer,Mumbai,West,Email
CUST00402,Customer 00402,2023-07-14,Consumer,Delhi,North,Paid Search
CUST00403,Customer 00403,2024-06-19,Small Business,Kolkata,East,Paid Search
CUST00404,Customer 00404,2024-10-13,Consumer,Hyderabad,South,Paid Search
CUST00405,Customer 00405,2023-07-01,Small Business,Coimbatore,South,Email
CUST00406,Customer 00406,2024-05-31,Consumer,Bengaluru,South,Email
CUST00407,Customer 00407,2023-08-25,Consumer,Coimbatore,South,Organic Search
CUST00408,Customer 00408,2023-09-20,Consumer,Pune,West,Referral
CUST00409,Customer 00409,2024-06-28,Consumer,Hyderabad,South,Organic Search
CUST00410,Customer 00410,2024-06-09,Consumer,Delhi,North,Direct
CUST00411,Customer 00411,2022-06-03,Consumer,Chennai,South,Paid Search
CUST00412,Customer 00412,2022-11-24,Corporate,Coimbatore,South,Organic Search
CUST00413,Customer 00413,2024-06-16,Consumer,Jaipur,North,Organic Search
CUST00414,Customer 00414,2024-01-12,Consumer,Delhi,North,Social Media
CUST00415,Customer 00415,2022-11-11,Consumer,Jaipur,North,Direct
CUST00416,Customer 00416,2024-06-28,Small Business,Delhi,North,Social Media
CUST00417,Customer 00417,2024-01-22,Consumer,Coimbatore,South,Referral
CUST00418,Customer 00418,2022-08-21,Consumer,Mumbai,West,Organic Search
CUST00419,Customer 00419,2024-03-03,Small Business,Coimbatore,South,Organic Search
CUST00420,Customer 00420,2024-07-02,Consumer,Pune,West,Referral
CUST00421,Customer 00421,2023-02-14,Consumer,Ahmedabad,West,Direct
CUST00422,Customer 00422,2022-12-20,Small Business,Ahmedabad,West,Paid Search
CUST00423,Customer 00423,2023-10-17,Consumer,Bengaluru,South,Referral
CUST00424,Customer 00424,2025-01-15,Consumer,Coimbatore,South,Paid Search
CUST00425,Customer 00425,2022-12-23,Small Business,Hyderabad,South,Social Media
CUST00426,Customer 00426,2023-02-16,Small Business,Bengaluru,South,Organic Search
CUST00427,Customer 00427,2022-02-23,Consumer,Ahmedabad,West,Social Media
CUST00428,Customer 00428,2025-02-03,Consumer,Ahmedabad,West,Direct
CUST00429,Customer 00429,2023-09-26,Consumer,Bengaluru,South,Referral
CUST00430,Customer 00430,2024-12-12,Consumer,Ahmedabad,West,Paid Search
CUST00431,Customer 00431,2022-06-01,Consumer,Jaipur,North,Paid Search
CUST00432,Customer 00432,2024-07-10,Consumer,Bengaluru,South,Social Media
CUST00433,Customer 00433,2025-02-03,Consumer,Hyderabad,South,Organic Search
CUST00434,Customer 00434,2024-06-05,Consumer,Hyderabad,South,Direct
CUST00435,Customer 00435,2024-11-27,Consumer,Bengaluru,South,Organic Search
CUST00436,Customer 00436,2023-04-07,Consumer,Delhi,North,Direct
CUST00437,Customer 00437,2022-06-11,Consumer,Pune,West,Referral
CUST00438,Customer 00438,2023-07-17,Consumer,Coimbatore,South,Paid Search
CUST00439,Customer 00439,2022-07-11,Consumer,Coimbatore,South,Organic Search
CUST00440,Customer 00440,2022-11-12,Consumer,Jaipur,North,Referral
CUST00441,Customer 00441,2023-11-23,Small Business,Jaipur,North,Social Media
CUST00442,Customer 00442,2022-06-16,Consumer,Chennai,South,Referral
CUST00443,Customer 00443,2023-06-27,Consumer,Jaipur,North,Email
CUST00444,Customer 00444,2022-03-04,Consumer,Kolkata,East,Referral
CUST00445,Customer 00445,2023-09-11,Consumer,Pune,West,Email
CUST00446,Customer 00446,2023-09-02,Consumer,Kolkata,East,Referral
CUST00447,Customer 00447,2024-06-19,Consumer,Hyderabad,South,Social Media
CUST00448,Customer 00448,2025-05-27,Consumer,Delhi,North,Direct
CUST00449,Customer 00449,2023-12-09,Corporate,Delhi,North,Organic Search
CUST00450,Customer 00450,2024-11-20,Consumer,Delhi,North,Paid Search
CUST00451,Customer 00451,2022-09-08,Consumer,Ahmedabad,West,Organic Search
CUST00452,Customer 00452,2022-04-14,Consumer,Bengaluru,South,Paid Search
CUST00453,Customer 00453,2024-05-06,Consumer,Jaipur,North,Direct
CUST00454,Customer 00454,2023-11-02,Corporate,Hyderabad,South,Email
CUST00455,Customer 00455,2022-11-23,Consumer,Mumbai,West,Social Media
CUST00456,Customer 00456,2023-09-24,Consumer,Ahmedabad,West,Organic Search
CUST00457,Customer 00457,2024-11-01,Consumer,Kolkata,East,Organic Search
CUST00458,Customer 00458,2023-12-24,Consumer,Jaipur,North,Paid Search
CUST00459,Customer 00459,2024-08-21,Consumer,Jaipur,North,Organic Search
CUST00460,Customer 00460,2024-06-01,Consumer,Bengaluru,South,Paid Search
CUST00461,Customer 00461,2024-04-05,Consumer,Delhi,North,Paid Search
CUST00462,Customer 00462,2025-02-24,Consumer,Jaipur,North,Social Media
CUST00463,Customer 00463,2024-03-02,Consumer,Bengaluru,South,Email
CUST00464,Customer 00464,2022-09-01,Consumer,Pune,West,Organic Search
CUST00465,Customer 00465,2023-11-26,Consumer,Delhi,North,Paid Search
CUST00466,Customer 00466,2023-02-12,Consumer,Hyderabad,South,Paid Search
CUST00467,Customer 00467,2022-04-03,Consumer,Chennai,South,Referral
CUST00468,Customer 00468,2024-11-29,Consumer,Ahmedabad,West,Referral
CUST00469,Customer 00469,2022-10-14,Consumer,Coimbatore,South,Referral
CUST00470,Customer 00470,2024-03-15,Corporate,Hyderabad,South,Email
CUST00471,Customer 00471,2025-04-30,Consumer,Pune,West,Email
CUST00472,Customer 00472,2024-09-30,Consumer,Coimbatore,South,Paid Search
CUST00473,Customer 00473,2024-01-25,Consumer,Chennai,South,Organic Search
CUST00474,Customer 00474,2025-04-10,Consumer,Kolkata,East,Direct
CUST00475,Customer 00475,2025-05-07,Consumer,Chennai,South,Direct
CUST00476,Customer 00476,2025-03-28,Consumer,Jaipur,North,Organic Search
CUST00477,Customer 00477,2022-12-16,Consumer,Ahmedabad,West,Email
CUST00478,Customer 00478,2022-10-30,Small Business,Kolkata,East,Organic Search
CUST00479,Customer 00479,2022-08-14,Consumer,Jaipur,North,Paid Search
CUST00480,Customer 00480,2022-11-07,Consumer,Kolkata,East,Organic Search
CUST00481,Customer 00481,2024-08-23,Small Business,Coimbatore,South,Email
CUST00482,Customer 00482,2022-10-10,Consumer,Chennai,South,Social Media
CUST00483,Customer 00483,2024-12-12,Consumer,Ahmedabad,West,Direct
CUST00484,Customer 00484,2024-12-27,Consumer,Ahmedabad,West,Paid Search
CUST00485,Customer 00485,2025-06-03,Consumer,Pune,West,Direct
CUST00486,Customer 00486,2025-02-16,Consumer,Pune,West,Direct
CUST00487,Customer 00487,2023-08-15,Consumer,Pune,West,Referral
CUST00488,Customer 00488,2023-10-12,Consumer,Ahmedabad,West,Social Media
CUST00489,Customer 00489,2023-08-13,Consumer,Pune,West,Referral
CUST00490,Customer 00490,2024-03-19,Small Business,Kolkata,East,Direct
CUST00491,Customer 00491,2023-08-18,Consumer,Hyderabad,South,Direct
CUST00492,Customer 00492,2023-12-11,Corporate,Bengaluru,South,Referral
CUST00493,Customer 00493,2023-03-15,Consumer,Ahmedabad,West,Social Media
CUST00494,Customer 00494,2023-07-11,Consumer,Coimbatore,South,Referral
CUST00495,Customer 00495,2023-05-06,Consumer,Jaipur,North,Referral
CUST00496,Customer 00496,2023-04-08,Consumer,Coimbatore,South,Organic Search
CUST00497,Customer 00497,2023-11-08,Consumer,Kolkata,East,Organic Search
CUST00498,Customer 00498,2022-01-11,Corporate,Hyderabad,South,Direct
CUST00499,Customer 00499,2024-04-13,Consumer,Hyderabad,South,Direct
CUST00500,Customer 00500,2024-09-04,Consumer,Ahmedabad,West,Email
CUST00501,Customer 00501,2023-10-20,Consumer,Pune,West,Organic Search
CUST00502,Customer 00502,2025-03-21,Consumer,Bengaluru,South,Email
CUST00503,Customer 00503,2022-12-25,Consumer,Chennai,South,Email
CUST00504,Customer 00504,2024-03-24,Small Business,Chennai,South,Organic Search
CUST00505,Customer 00505,2022-03-18,Consumer,Pune,West,Social Media
CUST00506,Customer 00506,2023-11-18,Consumer,Bengaluru,South,Direct
CUST00507,Customer 00507,2024-12-09,Consumer,Coimbatore,South,Direct
CUST00508,Customer 00508,2024-08-16,Consumer,Coimbatore,South,Email
CUST00509,Customer 00509,2022-11-29,Small Business,Delhi,North,Referral
CUST00510,Customer 00510,2022-01-29,Small Business,Hyderabad,South,Email
CUST00511,Customer 00511,2023-01-31,Consumer,Jaipur,North,Direct
CUST00512,Customer 00512,2024-05-25,Consumer,Kolkata,East,Organic Search
CUST00513,Customer 00513,2023-01-14,Corporate,Bengaluru,South,Social Media
CUST00514,Customer 00514,2022-01-14,Consumer,Mumbai,West,Organic Search
CUST00515,Customer 00515,2023-11-07,Consumer,Pune,West,Email
CUST00516,Customer 00516,2023-06-20,Consumer,Chennai,South,Referral
CUST00517,Customer 00517,2022-08-31,Consumer,Chennai,South,Organic Search
CUST00518,Customer 00518,2023-09-29,Consumer,Coimbatore,South,Referral
CUST00519,Customer 00519,2024-01-23,Consumer,Pune,West,Organic Search
CUST00520,Customer 00520,2024-09-06,Consumer,Hyderabad,South,Email
CUST00521,Customer 00521,2024-02-05,Consumer,Jaipur,North,Social Media
CUST00522,Customer 00522,2025-01-05,Small Business,Ahmedabad,West,Email
CUST00523,Customer 00523,2025-05-05,Small Business,Mumbai,West,Organic Search
CUST00524,Customer 00524,2024-12-17,Consumer,Ahmedabad,West,Organic Search
CUST00525,Customer 00525,2022-08-18,Consumer,Jaipur,North,Social Media
CUST00526,Customer 00526,2023-02-19,Consumer,Coimbatore,South,Organic Search
CUST00527,Customer 00527,2024-12-01,Consumer,Delhi,North,Referral
CUST00528,Customer 00528,2024-09-28,Consumer,Jaipur,North,Social Media
CUST00529,Customer 00529,2024-07-17,Consumer,Chennai,South,Paid Search
CUST00530,Customer 00530,2022-04-29,Consumer,Jaipur,North,Referral
CUST00531,Customer 00531,2022-02-14,Consumer,Pune,West,Email
CUST00532,Customer 00532,2025-03-30,Consumer,Mumbai,West,Paid Search
CUST00533,Customer 00533,2025-01-13,Corporate,Bengaluru,South,Direct
CUST00534,Customer 00534,2024-08-24,Consumer,Bengaluru,South,Paid Search
CUST00535,Customer 00535,2024-05-10,Consumer,Hyderabad,South,Direct
CUST00536,Customer 00536,2024-02-13,Consumer,Ahmedabad,West,Referral
CUST00537,Customer 00537,2022-09-30,Consumer,Coimbatore,South,Paid Search
CUST00538,Customer 00538,2025-01-05,Consumer,Hyderabad,South,Organic Search
CUST00539,Customer 00539,2022-01-08,Small Business,Mumbai,West,Direct
CUST00540,Customer 00540,2025-01-20,Consumer,Ahmedabad,West,Paid Search
CUST00541,Customer 00541,2023-05-22,Consumer,Mumbai,West,Organic Search
CUST00542,Customer 00542,2022-08-20,Consumer,Mumbai,West,Referral
CUST00543,Customer 00543,2022-02-02,Consumer,Jaipur,North,Organic Search
CUST00544,Customer 00544,2022-03-10,Consumer,Jaipur,North,Referral
CUST00545,Customer 00545,2023-05-17,Small Business,Chennai,South,Paid Search
CUST00546,Customer 00546,2025-01-10,Consumer,Mumbai,West,Direct
CUST00547,Customer 00547,2022-10-14,Consumer,Chennai,South,Paid Search
CUST00548,Customer 00548,2023-10-16,Consumer,Jaipur,North,Email
CUST00549,Customer 00549,2023-05-01,Consumer,Delhi,North,Organic Search
CUST00550,Customer 00550,2023-03-29,Consumer,Coimbatore,South,Paid Search
CUST00551,Customer 00551,2025-04-26,Small Business,Coimbatore,South,Direct
CUST00552,Customer 00552,2025-02-12,Consumer,Kolkata,East,Direct
CUST00553,Customer 00553,2024-12-10,Consumer,Kolkata,East,Paid Search
CUST00554,Customer 00554,2023-09-07,Consumer,Hyderabad,South,Email
CUST00555,Customer 00555,2023-05-09,Small Business,Ahmedabad,West,Paid Search
CUST00556,Customer 00556,2024-08-06,Small Business,Hyderabad,South,Social Media
CUST00557,Customer 00557,2025-02-15,Consumer,Kolkata,East,Paid Search
CUST00558,Customer 00558,2023-02-21,Consumer,Pune,West,Organic Search
CUST00559,Customer 00559,2024-01-30,Consumer,Ahmedabad,West,Email
CUST00560,Customer 00560,2022-04-16,Consumer,Mumbai,West,Referral
CUST00561,Customer 00561,2022-03-22,Small Business,Jaipur,North,Organic Search
CUST00562,Customer 00562,2025-02-18,Consumer,Jaipur,North,Organic Search
CUST00563,Customer 00563,2023-09-13,Corporate,Delhi,North,Organic Search
CUST00564,Customer 00564,2022-08-29,Small Business,Mumbai,West,Email
CUST00565,Customer 00565,2025-05-22,Consumer,Mumbai,West,Paid Search
CUST00566,Customer 00566,2025-02-04,Consumer,Mumbai,West,Paid Search
CUST00567,Customer 00567,2024-12-28,Consumer,Ahmedabad,West,Paid Search
CUST00568,Customer 00568,2024-11-16,Small Business,Delhi,North,Social Media
CUST00569,Customer 00569,2023-10-18,Small Business,Ahmedabad,West,Paid Search
CUST00570,Customer 00570,2022-04-04,Consumer,Kolkata,East,Organic Search
CUST00571,Customer 00571,2022-02-03,Consumer,Hyderabad,South,Direct
CUST00572,Customer 00572,2024-05-05,Consumer,Jaipur,North,Organic Search
CUST00573,Customer 00573,2024-02-17,Consumer,Mumbai,West,Organic Search
CUST00574,Customer 00574,2023-11-23,Consumer,Coimbatore,South,Email
CUST00575,Customer 00575,2024-08-01,Consumer,Ahmedabad,West,Email
CUST00576,Customer 00576,2022-10-14,Small Business,Hyderabad,South,Social Media
CUST00577,Customer 00577,2022-05-01,Consumer,Coimbatore,South,Email
CUST00578,Customer 00578,2022-04-10,Small Business,Bengaluru,South,Paid Search
CUST00579,Customer 00579,2022-05-20,Consumer,Mumbai,West,Organic Search
CUST00580,Customer 00580,2024-07-22,Consumer,Coimbatore,South,Referral
CUST00581,Customer 00581,2024-09-16,Consumer,Jaipur,North,Organic Search
CUST00582,Customer 00582,2025-02-03,Consumer,Coimbatore,South,Organic Search
CUST00583,Customer 00583,2025-01-02,Corporate,Pune,West,Organic Search
CUST00584,Customer 00584,2023-01-03,Consumer,Kolkata,East,Organic Search
CUST00585,Customer 00585,2023-05-09,Consumer,Hyderabad,South,Social Media
CUST00586,Customer 00586,2023-07-02,Small Business,Delhi,North,Organic Search
CUST00587,Customer 00587,2024-07-29,Consumer,Kolkata,East,Direct
CUST00588,Customer 00588,2023-09-07,Consumer,Mumbai,West,Email
CUST00589,Customer 00589,2022-07-11,Consumer,Chennai,South,Paid Search
CUST00590,Customer 00590,2022-04-25,Consumer,Ahmedabad,West,Referral
CUST00591,Customer 00591,2024-10-20,Small Business,Bengaluru,South,Referral
CUST00592,Customer 00592,2025-03-04,Corporate,Delhi,North,Direct
CUST00593,Customer 00593,2022-03-29,Consumer,Coimbatore,South,Direct
CUST00594,Customer 00594,2024-08-31,Consumer,Jaipur,North,Direct
CUST00595,Customer 00595,2025-01-17,Consumer,Pune,West,Organic Search
CUST00596,Customer 00596,2022-02-02,Corporate,Delhi,North,Social Media
CUST00597,Customer 00597,2022-06-07,Consumer,Kolkata,East,Social Media
CUST00598,Customer 00598,2024-03-07,Consumer,Jaipur,North,Social Media
CUST00599,Customer 00599,2022-10-14,Small Business,Kolkata,East,Referral
CUST00600,Customer 00600,2024-10-22,Small Business,Bengaluru,South,Paid Search
CUST00601,Customer 00601,2024-06-14,Consumer,Bengaluru,South,Organic Search
CUST00602,Customer 00602,2025-05-04,Consumer,Jaipur,North,Email
CUST00603,Customer 00603,2023-07-14,Small Business,Chennai,South,Social Media
CUST00604,Customer 00604,2023-12-30,Consumer,Mumbai,West,Paid Search
CUST00605,Customer 00605,2025-04-14,Consumer,Hyderabad,South,Organic Search
CUST00606,Customer 00606,2023-08-28,Small Business,Jaipur,North,Referral
CUST00607,Customer 00607,2023-07-03,Consumer,Bengaluru,South,Referral
CUST00608,Customer 00608,2024-03-08,Consumer,Hyderabad,South,Organic Search
CUST00609,Customer 00609,2023-09-24,Consumer,Chennai,South,Email
CUST00610,Customer 00610,2022-09-29,Consumer,Bengaluru,South,Paid Search
CUST00611,Customer 00611,2025-02-10,Consumer,Coimbatore,South,Organic Search
CUST00612,Customer 00612,2023-12-26,Consumer,Bengaluru,South,Social Media
CUST00613,Customer 00613,2024-02-28,Consumer,Delhi,North,Paid Search
CUST00614,Customer 00614,2025-02-19,Small Business,Bengaluru,South,Direct
CUST00615,Customer 00615,2024-12-03,Consumer,Jaipur,North,Paid Search
CUST00616,Customer 00616,2023-07-05,Consumer,Hyderabad,South,Social Media
CUST00617,Customer 00617,2022-12-09,Consumer,Bengaluru,South,Paid Search
CUST00618,Customer 00618,2022-06-07,Consumer,Ahmedabad,West,Direct
CUST00619,Customer 00619,2025-05-01,Consumer,Ahmedabad,West,Social Media
CUST00620,Customer 00620,2023-09-16,Consumer,Hyderabad,South,Paid Search
CUST00621,Customer 00621,2024-02-18,Small Business,Jaipur,North,Paid Search
CUST00622,Customer 00622,2024-05-31,Small Business,Delhi,North,Direct
CUST00623,Customer 00623,2022-10-06,Consumer,Jaipur,North,Referral
CUST00624,Customer 00624,2024-09-08,Consumer,Mumbai,West,Direct
CUST00625,Customer 00625,2023-08-20,Small Business,Delhi,North,Referral
CUST00626,Customer 00626,2023-05-12,Consumer,Jaipur,North,Paid Search
CUST00627,Customer 00627,2024-01-18,Consumer,Kolkata,East,Social Media
CUST00628,Customer 00628,2025-01-22,Consumer,Jaipur,North,Email
CUST00629,Customer 00629,2024-08-03,Corporate,Chennai,South,Organic Search
CUST00630,Customer 00630,2022-05-22,Small Business,Pune,West,Email
CUST00631,Customer 00631,2024-10-19,Consumer,Kolkata,East,Paid Search
CUST00632,Customer 00632,2022-11-12,Consumer,Pune,West,Email
CUST00633,Customer 00633,2024-07-08,Corporate,Bengaluru,South,Social Media
CUST00634,Customer 00634,2024-12-30,Consumer,Kolkata,East,Direct
CUST00635,Customer 00635,2025-01-18,Consumer,Kolkata,East,Direct
CUST00636,Customer 00636,2025-05-01,Consumer,Coimbatore,South,Organic Search
CUST00637,Customer 00637,2023-12-29,Consumer,Mumbai,West,Referral
CUST00638,Customer 00638,2024-03-29,Corporate,Jaipur,North,Paid Search
CUST00639,Customer 00639,2022-08-05,Consumer,Kolkata,East,Paid Search
CUST00640,Customer 00640,2024-11-28,Consumer,Coimbatore,South,Referral
CUST00641,Customer 00641,2024-07-01,Consumer,Mumbai,West,Social Media
CUST00642,Customer 00642,2024-10-21,Consumer,Jaipur,North,Direct
CUST00643,Customer 00643,2022-08-03,Consumer,Ahmedabad,West,Direct
CUST00644,Customer 00644,2022-08-26,Small Business,Bengaluru,South,Email
CUST00645,Customer 00645,2023-10-01,Consumer,Delhi,North,Email
CUST00646,Customer 00646,2024-09-16,Consumer,Coimbatore,South,Organic Search
CUST00647,Customer 00647,2023-10-16,Consumer,Ahmedabad,West,Organic Search
CUST00648,Customer 00648,2022-02-16,Small Business,Bengaluru,South,Referral
CUST00649,Customer 00649,2023-05-15,Consumer,Hyderabad,South,Social Media
CUST00650,Customer 00650,2025-02-20,Consumer,Delhi,North,Social Media
CUST00651,Customer 00651,2023-01-13,Consumer,Kolkata,East,Referral
CUST00652,Customer 00652,2022-03-01,Small Business,Kolkata,East,Direct
CUST00653,Customer 00653,2025-04-27,Consumer,Ahmedabad,West,Organic Search
CUST00654,Customer 00654,2023-02-26,Consumer,Mumbai,West,Referral
CUST00655,Customer 00655,2025-03-28,Consumer,Bengaluru,South,Direct
CUST00656,Customer 00656,2024-01-20,Consumer,Hyderabad,South,Social Media
CUST00657,Customer 00657,2024-09-29,Consumer,Pune,West,Referral
CUST00658,Customer 00658,2024-03-06,Consumer,Jaipur,North,Social Media
CUST00659,Customer 00659,2023-12-22,Small Business,Delhi,North,Referral
CUST00660,Customer 00660,2025-04-23,Consumer,Pune,West,Organic Search
CUST00661,Customer 00661,2023-05-04,Consumer,Bengaluru,South,Organic Search
CUST00662,Customer 00662,2024-11-12,Consumer,Hyderabad,South,Social Media
CUST00663,Customer 00663,2024-02-25,Consumer,Jaipur,North,Social Media
CUST00664,Customer 00664,2022-12-21,Consumer,Coimbatore,South,Social Media
CUST00665,Customer 00665,2023-01-19,Consumer,Hyderabad,South,Social Media
CUST00666,Customer 00666,2024-01-06,Corporate,Chennai,South,Social Media
CUST00667,Customer 00667,2024-02-26,Corporate,Mumbai,West,Social Media
CUST00668,Customer 00668,2024-04-17,Consumer,Ahmedabad,West,Paid Search
CUST00669,Customer 00669,2024-09-27,Consumer,Ahmedabad,West,Social Media
CUST00670,Customer 00670,2023-08-22,Consumer,Mumbai,West,Organic Search
CUST00671,Customer 00671,2022-12-11,Small Business,Pune,West,Social Media
CUST00672,Customer 00672,2025-01-30,Consumer,Ahmedabad,West,Social Media
CUST00673,Customer 00673,2025-01-17,Small Business,Pune,West,Paid Search
CUST00674,Customer 00674,2024-06-22,Consumer,Chennai,South,Direct
CUST00675,Customer 00675,2023-05-22,Consumer,Bengaluru,South,Direct
CUST00676,Customer 00676,2023-06-23,Consumer,Ahmedabad,West,Email
CUST00677,Customer 00677,2022-08-29,Small Business,Ahmedabad,West,Organic Search
CUST00678,Customer 00678,2023-12-20,Small Business,Jaipur,North,Referral
CUST00679,Customer 00679,2022-12-06,Consumer,Kolkata,East,Email
CUST00680,Customer 00680,2022-05-02,Consumer,Mumbai,West,Social Media
CUST00681,Customer 00681,2025-01-08,Consumer,Jaipur,North,Direct
CUST00682,Customer 00682,2023-08-16,Consumer,Pune,West,Direct
CUST00683,Customer 00683,2022-07-15,Consumer,Coimbatore,South,Email
CUST00684,Customer 00684,2022-05-02,Corporate,Kolkata,East,Direct
CUST00685,Customer 00685,2022-09-29,Consumer,Hyderabad,South,Referral
CUST00686,Customer 00686,2024-03-15,Consumer,Mumbai,West,Social Media
CUST00687,Customer 00687,2024-04-28,Consumer,Pune,West,Organic Search
CUST00688,Customer 00688,2024-04-05,Consumer,Bengaluru,South,Paid Search
CUST00689,Customer 00689,2024-07-20,Corporate,Delhi,North,Paid Search
CUST00690,Customer 00690,2022-07-10,Small Business,Chennai,South,Social Media
CUST00691,Customer 00691,2022-05-10,Small Business,Delhi,North,Paid Search
CUST00692,Customer 00692,2023-03-10,Consumer,Kolkata,East,Paid Search
CUST00693,Customer 00693,2023-11-23,Consumer,Pune,West,Organic Search
CUST00694,Customer 00694,2023-12-05,Small Business,Ahmedabad,West,Email
CUST00695,Customer 00695,2022-07-23,Consumer,Chennai,South,Email
CUST00696,Customer 00696,2022-09-12,Corporate,Chennai,South,Organic Search
CUST00697,Customer 00697,2022-01-02,Corporate,Ahmedabad,West,Paid Search
CUST00698,Customer 00698,2023-09-11,Consumer,Hyderabad,South,Direct
CUST00699,Customer 00699,2022-07-11,Consumer,Pune,West,Paid Search
CUST00700,Customer 00700,2022-12-05,Consumer,Delhi,North,Referral
CUST00701,Customer 00701,2024-05-29,Consumer,Mumbai,West,Referral
CUST00702,Customer 00702,2023-03-14,Consumer,Chennai,South,Organic Search
CUST00703,Customer 00703,2024-11-29,Consumer,Mumbai,West,Organic Search
CUST00704,Customer 00704,2022-09-04,Corporate,Delhi,North,Paid Search
CUST00705,Customer 00705,2024-09-05,Consumer,Hyderabad,South,Paid Search
CUST00706,Customer 00706,2022-07-31,Consumer,Bengaluru,South,Direct
CUST00707,Customer 00707,2024-02-23,Small Business,Hyderabad,South,Email
CUST00708,Customer 00708,2022-10-20,Consumer,Hyderabad,South,Social Media
CUST00709,Customer 00709,2022-12-03,Consumer,Jaipur,North,Email
CUST00710,Customer 00710,2024-04-23,Consumer,Hyderabad,South,Paid Search
CUST00711,Customer 00711,2022-06-27,Small Business,Mumbai,West,Organic Search
CUST00712,Customer 00712,2025-04-22,Small Business,Bengaluru,South,Paid Search
CUST00713,Customer 00713,2023-10-07,Small Business,Kolkata,East,Organic Search
CUST00714,Customer 00714,2023-05-24,Consumer,Bengaluru,South,Referral
CUST00715,Customer 00715,2023-08-07,Small Business,Jaipur,North,Referral
CUST00716,Customer 00716,2023-02-25,Consumer,Pune,West,Social Media
CUST00717,Customer 00717,2023-08-29,Consumer,Kolkata,East,Email
CUST00718,Customer 00718,2024-10-10,Consumer,Mumbai,West,Organic Search
CUST00719,Customer 00719,2022-05-26,Consumer,Jaipur,North,Direct
CUST00720,Customer 00720,2023-10-11,Consumer,Delhi,North,Direct
CUST00721,Customer 00721,2024-05-11,Consumer,Jaipur,North,Referral
CUST00722,Customer 00722,2022-05-30,Consumer,Ahmedabad,West,Organic Search
CUST00723,Customer 00723,2023-03-18,Consumer,Pune,West,Organic Search
CUST00724,Customer 00724,2024-11-03,Consumer,Kolkata,East,Referral
CUST00725,Customer 00725,2024-05-17,Consumer,Kolkata,East,Organic Search
CUST00726,Customer 00726,2025-01-06,Consumer,Coimbatore,South,Paid Search
CUST00727,Customer 00727,2022-06-11,Consumer,Pune,West,Organic Search
CUST00728,Customer 00728,2025-01-03,Consumer,Hyderabad,South,Social Media
CUST00729,Customer 00729,2023-09-28,Consumer,Bengaluru,South,Email
CUST00730,Customer 00730,2022-04-29,Consumer,Mumbai,West,Direct
CUST00731,Customer 00731,2024-07-17,Consumer,Bengaluru,South,Organic Search
CUST00732,Customer 00732,2022-09-02,Consumer,Hyderabad,South,Organic Search
CUST00733,Customer 00733,2022-12-02,Consumer,Chennai,South,Paid Search
