order_item_id,order_id,product_id,quantity,discount_pct,gross_sales,net_sales,profit
ITEM0001882,ORD001199,PROD0054,3,0.15,42886.29,36453.35,4213.73
ITEM0001883,ORD002683,PROD0115,2,0,5065.34,5065.34,1847.96
ITEM0001884,ORD002008,PROD0162,4,0.15,51952.52,44159.64,2689.36
ITEM0001885,ORD003383,PROD0139,3,0.1,54239.31,48815.38,14135.74
ITEM0001886,ORD001357,PROD0122,4,0.15,9078.12,7716.4,1704.64
ITEM0001887,ORD002216,PROD0120,1,0.15,432.78,367.86,69.1
ITEM0001888,ORD001974,PROD0065,2,0.15,13661.72,11612.46,1909.8
ITEM0001889,ORD003527,PROD0107,1,0,14258.33,14258.33,4929.34
ITEM0001890,ORD000821,PROD0077,2,0.15,28888.94,24555.6,7731.4
ITEM0001891,ORD000713,PROD0140,1,0.05,8082.39,7678.27,2217.18
ITEM0001892,ORD004205,PROD0102,1,0.15,20719.66,17611.71,5205.21
ITEM0001893,ORD003164,PROD0194,2,0.1,52250.2,47025.18,16037.3
ITEM0001894,ORD004275,PROD0121,4,0.1,26114.32,23502.89,6131.77
ITEM0001895,ORD001388,PROD0070,4,0.1,90783.64,81705.28,27070.92
ITEM0001896,ORD002088,PROD0005,2,0.1,3931.54,3538.39,145.73
ITEM0001897,ORD002951,PROD0022,2,0.1,15996.88,14397.19,1400.47
ITEM0001898,ORD002655,PROD0107,3,0.05,42774.99,40636.24,12649.27
ITEM0001899,ORD002456,PROD0070,1,0.1,22695.91,20426.32,6767.73
ITEM0001900,ORD004426,PROD0059,2,0.05,8782.06,8342.96,2692.36
ITEM0001901,ORD000832,PROD0140,1,0,8082.39,8082.39,2621.3
ITEM0001902,ORD003237,PROD0149,2,0.05,33611.06,31930.51,6329.85
ITEM0001903,ORD003448,PROD0150,1,0,14070,14070,5891.84
ITEM0001904,ORD001667,PROD0127,4,0.1,111306.52,100175.87,30591.95
ITEM0001905,ORD002030,PROD0162,4,0.1,51952.52,46757.27,5286.99
ITEM0001906,ORD000020,PROD0024,2,0.15,26404.78,22444.06,2800.7
ITEM0001907,ORD001311,PROD0205,1,0.05,18910.56,17965.03,5429.71
ITEM0001908,ORD000785,PROD0129,2,0.05,36125.48,34319.21,3934.99
ITEM0001909,ORD000049,PROD0161,1,0.1,5144.07,4629.66,847.79
ITEM0001910,ORD002981,PROD0039,1,0.2,12140.61,9712.49,105.12
ITEM0001911,ORD001986,PROD0209,3,0.1,19609.11,17648.2,2612.53
ITEM0001912,ORD001777,PROD0174,1,0.15,11980.65,10183.55,137.34
ITEM0001913,ORD004864,PROD0142,1,0,5869.7,5869.7,2312.94
ITEM0001914,ORD000373,PROD0047,1,0.1,26673.83,24006.45,6311.87
ITEM0001915,ORD003494,PROD0124,1,0.15,4219.98,3586.98,850.23
ITEM0001916,ORD001499,PROD0160,1,0,6180.13,6180.13,1214.17
ITEM0001917,ORD002007,PROD0026,2,0.1,26550.28,23895.25,7461.05
ITEM0001918,ORD002624,PROD0103,3,0.1,63573.36,57216.02,15246.71
ITEM0001919,ORD000113,PROD0002,2,0.1,29285.4,26356.86,4057.44
ITEM0001920,ORD004767,PROD0164,5,0.15,41782.8,35515.38,744.83
ITEM0001921,ORD003793,PROD0097,3,0.15,30560.46,25976.39,6422.51
ITEM0001922,ORD001742,PROD0211,2,0.2,14956,11964.8,2441.5
ITEM0001923,ORD002531,PROD0136,1,0.25,20289.27,15216.95,-2411.35
ITEM0001924,ORD004181,PROD0200,1,0.05,10068.26,9564.85,1153.19
ITEM0001925,ORD000596,PROD0081,1,0.1,6304.12,5673.71,2029.87
ITEM0001926,ORD003567,PROD0159,1,0.1,4856.74,4371.07,697.12
ITEM0001927,ORD000480,PROD0184,2,0.1,11181.6,10063.44,2890.74
ITEM0001928,ORD001093,PROD0124,1,0.2,4219.98,3375.98,639.23
ITEM0001929,ORD000272,PROD0217,1,0,10834.24,10834.24,3948.21
ITEM0001930,ORD001945,PROD0169,5,0.15,22404.65,19043.95,5766.5
ITEM0001931,ORD000080,PROD0140,4,0.05,32329.56,30713.08,8868.72
ITEM0001932,ORD004653,PROD0165,1,0.15,14878.45,12646.68,1522.31
ITEM0001933,ORD001375,PROD0029,1,0.1,13719.5,12347.55,2876.22
ITEM0001934,ORD000205,PROD0096,3,0.15,49767.18,42302.1,9504.81
ITEM0001935,ORD001759,PROD0046,1,0,9283.94,9283.94,2752.59
ITEM0001936,ORD001913,PROD0036,2,0.15,20901.68,17766.43,4670.85
ITEM0001937,ORD001532,PROD0183,1,0,16951.92,16951.92,5028.93
ITEM0001938,ORD001209,PROD0168,3,0.2,58375.98,46700.78,9663.23
ITEM0001939,ORD000724,PROD0057,1,0.1,17494.25,15744.83,4305.57
ITEM0001940,ORD004621,PROD0089,2,0,19982.38,19982.38,3724.16
ITEM0001941,ORD001763,PROD0043,3,0.1,43701.72,39331.55,10389.05
ITEM0001942,ORD000218,PROD0026,2,0,26550.28,26550.28,10116.08
ITEM0001943,ORD003654,PROD0130,1,0.15,8360.75,7106.64,1127.22
ITEM0001944,ORD003837,PROD0204,3,0.1,33365.85,30029.27,10816.58
ITEM0001945,ORD001112,PROD0154,1,0.05,4430.06,4208.56,1560.71
ITEM0001946,ORD002729,PROD0049,1,0.15,24110.14,20493.62,3943.13
ITEM0001947,ORD001387,PROD0111,1,0.15,4956.44,4212.97,911.47
ITEM0001948,ORD001398,PROD0044,1,0.1,21268.21,19141.39,3921.61
ITEM0001949,ORD000686,PROD0124,2,0.2,8439.96,6751.97,1278.47
ITEM0001950,ORD002769,PROD0054,2,0,28590.86,28590.86,7097.78
ITEM0001951,ORD000098,PROD0093,2,0,19366.14,19366.14,7823.44
ITEM0001952,ORD004276,PROD0072,2,0,20346.44,20346.44,7883.6
ITEM0001953,ORD002808,PROD0008,1,0.15,16675.42,14174.11,194.41
ITEM0001954,ORD000022,PROD0136,1,0.05,20289.27,19274.81,1646.51
ITEM0001955,ORD004488,PROD0075,1,0.1,11565.4,10408.86,3580.07
ITEM0001956,ORD000511,PROD0060,2,0.1,10749.22,9674.3,1554.76
ITEM0001957,ORD003574,PROD0116,2,0,18927.48,18927.48,5195.64
ITEM0001958,ORD000057,PROD0144,2,0.05,47303.2,44938.04,12806.66
ITEM0001959,ORD000195,PROD0167,1,0.05,24925.25,23678.99,9032.7
ITEM0001960,ORD002410,PROD0213,1,0.2,18966.99,15173.59,1604.11
ITEM0001961,ORD001903,PROD0083,1,0.2,15580.33,12464.26,-955.22
ITEM0001962,ORD000690,PROD0128,3,0.1,55837.41,50253.67,8698.48
ITEM0001963,ORD003724,PROD0165,2,0.1,29756.9,26781.21,4532.47
ITEM0001964,ORD001127,PROD0141,1,0,9820.32,9820.32,3623.12
ITEM0001965,ORD004483,PROD0061,1,0.05,2327.69,2211.31,652.1
ITEM0001966,ORD000738,PROD0193,1,0.15,20594.36,17505.21,5635.16
ITEM0001967,ORD002095,PROD0008,1,0.05,16675.42,15841.65,1861.95
ITEM0001968,ORD003141,PROD0137,1,0.2,16943.68,13554.94,259.51
ITEM0001969,ORD004887,PROD0011,1,0,13446.1,13446.1,5107.94
ITEM0001970,ORD000340,PROD0103,1,0,21191.12,21191.12,7201.35
ITEM0001971,ORD003843,PROD0164,2,0.05,16713.12,15877.46,1969.24
ITEM0001972,ORD003889,PROD0206,1,0,1692.87,1692.87,512.26
ITEM0001973,ORD000402,PROD0172,1,0.1,20101.86,18091.67,2855.54
ITEM0001974,ORD003604,PROD0146,1,0.1,5951.75,5356.57,1544.51
ITEM0001975,ORD003323,PROD0050,2,0,5047.78,5047.78,1508.52
ITEM0001976,ORD002086,PROD0213,1,0.15,18966.99,16121.94,2552.46
ITEM0001977,ORD004950,PROD0007,1,0.05,9933.55,9436.87,3438.81
ITEM0001978,ORD000658,PROD0064,2,0.1,35440.88,31896.79,11624.55
ITEM0001979,ORD000987,PROD0148,1,0,14269.11,14269.11,3957.12
ITEM0001980,ORD002248,PROD0211,3,0.1,22434,20190.6,5905.65
ITEM0001981,ORD004095,PROD0204,2,0.1,22243.9,20019.51,7211.05
ITEM0001982,ORD003409,PROD0019,2,0.05,3538.1,3361.19,1058.85
ITEM0001983,ORD002196,PROD0145,1,0,20004.05,20004.05,4958.96
ITEM0001984,ORD003965,PROD0010,2,0.15,24205.04,20574.28,6623.12
ITEM0001985,ORD003686,PROD0109,1,0,11612.58,11612.58,3962.06
ITEM0001986,ORD003959,PROD0120,2,0,865.56,865.56,268.04
ITEM0001987,ORD001250,PROD0171,1,0,10484.3,10484.3,1668.18
ITEM0001988,ORD002868,PROD0059,1,0.1,4391.03,3951.93,1126.63
ITEM0001989,ORD001329,PROD0113,1,0,19139.62,19139.62,3244.35
ITEM0001990,ORD001554,PROD0187,1,0.1,2026.07,1823.46,625.06
ITEM0001991,ORD002895,PROD0163,2,0.1,2309.14,2078.23,100.21
ITEM0001992,ORD004360,PROD0069,2,0.1,2901.8,2611.62,843.2
ITEM0001993,ORD001932,PROD0093,2,0.1,19366.14,17429.53,5886.83
ITEM0001994,ORD003757,PROD0044,2,0.15,42536.42,36155.96,5716.4
ITEM0001995,ORD001558,PROD0056,2,0.05,25207.74,23947.35,8859.21
ITEM0001996,ORD003872,PROD0176,2,0,18848.2,18848.2,4932.22
ITEM0001997,ORD002089,PROD0008,3,0.1,50026.26,45023.63,3084.53
ITEM0001998,ORD004714,PROD0129,1,0.1,18062.74,16256.47,1064.36
ITEM0001999,ORD004968,PROD0205,2,0.15,37821.12,32147.95,7077.31
ITEM0002000,ORD002345,PROD0137,1,0,16943.68,16943.68,3648.25
ITEM0002001,ORD003727,PROD0064,2,0.05,35440.88,33668.84,13396.6
ITEM0002002,ORD003219,PROD0204,2,0,22243.9,22243.9,9435.44
ITEM0002003,ORD001965,PROD0155,1,0.15,4402.89,3742.46,-14.49
ITEM0002004,ORD003411,PROD0170,1,0,5722.88,5722.88,2357.19
ITEM0002005,ORD001275,PROD0122,1,0.25,2269.53,1702.15,199.21
ITEM0002006,ORD001850,PROD0213,1,0.05,18966.99,18018.64,4449.16
ITEM0002007,ORD000025,PROD0100,2,0,43916.2,43916.2,9701.1
ITEM0002008,ORD000855,PROD0106,1,0.05,13006.77,12356.43,2981.28
ITEM0002009,ORD000485,PROD0030,1,0.15,8993.94,7644.85,1783.86
ITEM0002010,ORD000753,PROD0096,1,0.05,16589.06,15759.61,4827.18
ITEM0002011,ORD002813,PROD0046,4,0.1,37135.76,33422.18,7296.78
ITEM0002012,ORD003287,PROD0044,2,0.1,42536.42,38282.78,7843.22
ITEM0002013,ORD003438,PROD0047,3,0.05,80021.49,76020.42,22936.68
ITEM0002014,ORD003764,PROD0009,1,0.05,24251.57,23038.99,8313.86
ITEM0002015,ORD002975,PROD0205,2,0.15,37821.12,32147.95,7077.31
ITEM0002016,ORD002511,PROD0053,1,0.05,17914.51,17018.78,2729.94
ITEM0002017,ORD001207,PROD0022,1,0.1,7998.44,7198.6,700.24
ITEM0002018,ORD002173,PROD0148,1,0.25,14269.11,10701.83,389.84
ITEM0002019,ORD002724,PROD0123,2,0,33212.52,33212.52,10840.1
ITEM0002020,ORD000664,PROD0162,2,0.15,25976.26,22079.82,1344.68
ITEM0002021,ORD001472,PROD0220,2,0.05,48513.8,46088.11,11658.49
ITEM0002022,ORD001947,PROD0130,1,0.05,8360.75,7942.71,1963.29
ITEM0002023,ORD001323,PROD0160,1,0.25,6180.13,4635.1,-330.86
ITEM0002024,ORD003342,PROD0070,2,0.1,45391.82,40852.64,13535.46
ITEM0002025,ORD001423,PROD0065,2,0.05,13661.72,12978.63,3275.97
ITEM0002026,ORD004806,PROD0153,3,0.25,26677.02,20007.76,1483.12
ITEM0002027,ORD001422,PROD0065,1,0.05,6830.86,6489.32,1637.99
ITEM0002028,ORD001757,PROD0167,3,0.1,74775.75,67298.18,23359.31
ITEM0002029,ORD004062,PROD0096,2,0.1,33178.12,29860.31,7995.45
ITEM0002030,ORD000969,PROD0093,1,0,9683.07,9683.07,3911.72
ITEM0002031,ORD003807,PROD0081,3,0.05,18912.36,17966.74,7035.22
ITEM0002032,ORD000617,PROD0205,2,0.15,37821.12,32147.95,7077.31
ITEM0002033,ORD003934,PROD0146,1,0.1,5951.75,5356.57,1544.51
ITEM0002034,ORD001922,PROD0013,1,0.1,19866.3,17879.67,4454.21
ITEM0002035,ORD004569,PROD0044,1,0.15,21268.21,18077.98,2858.2
ITEM0002036,ORD000625,PROD0007,2,0,19867.1,19867.1,7870.98
ITEM0002037,ORD002057,PROD0104,4,0.2,48958.88,39167.1,10594.38
ITEM0002038,ORD001955,PROD0191,1,0.1,18802.59,16922.33,1790.2
ITEM0002039,ORD003146,PROD0044,1,0.15,21268.21,18077.98,2858.2
ITEM0002040,ORD000582,PROD0069,2,0,2901.8,2901.8,1133.38
ITEM0002041,ORD003447,PROD0189,2,0.05,35590.68,33811.15,11243.47
ITEM0002042,ORD000217,PROD0097,3,0.1,30560.46,27504.41,7950.53
ITEM0002043,ORD003386,PROD0063,2,0.2,22073.5,17658.8,262.54
ITEM0002044,ORD004974,PROD0027,3,0,72601.62,72601.62,24895.17
ITEM0002045,ORD000524,PROD0133,3,0.1,38478.69,34630.82,11432.42
ITEM0002046,ORD000303,PROD0099,1,0.1,3220.88,2898.79,354.56
ITEM0002047,ORD002182,PROD0113,1,0.1,19139.62,17225.66,1330.39
ITEM0002048,ORD000839,PROD0028,3,0.05,20766.96,19728.61,2248.09
ITEM0002049,ORD001137,PROD0187,5,0,10130.35,10130.35,4138.35
ITEM0002050,ORD000362,PROD0001,3,0.15,12323.97,10475.37,128.46
ITEM0002051,ORD001534,PROD0124,1,0.2,4219.98,3375.98,639.23
ITEM0002052,ORD004433,PROD0107,2,0.2,28516.66,22813.33,4155.35
ITEM0002053,ORD004190,PROD0059,2,0,8782.06,8782.06,3131.46
ITEM0002054,ORD001415,PROD0016,2,0.2,18590,14872,526.24
ITEM0002055,ORD002165,PROD0192,2,0.1,5932.42,5339.18,366.68
ITEM0002056,ORD001156,PROD0096,1,0.1,16589.06,14930.15,3997.72
ITEM0002057,ORD003237,PROD0196,1,0.1,5795.45,5215.9,1090.62
ITEM0002058,ORD003709,PROD0130,3,0,25082.25,25082.25,7143.99
ITEM0002059,ORD000506,PROD0166,1,0,28105.81,28105.81,10577.43
ITEM0002060,ORD002210,PROD0035,1,0,27570.44,27570.44,10853.45
ITEM0002061,ORD003897,PROD0058,3,0,25917.3,25917.3,8510.85
ITEM0002062,ORD004369,PROD0109,1,0.25,11612.58,8709.43,1058.91
ITEM0002063,ORD004742,PROD0095,1,0.15,3539.61,3008.67,205.6
ITEM0002064,ORD002639,PROD0190,2,0.15,34299.76,29154.8,5251.24
ITEM0002065,ORD002239,PROD0117,4,0.1,14768.24,13291.42,1350.38
ITEM0002066,ORD003579,PROD0055,3,0.2,5277.39,4221.91,-237.02
ITEM0002067,ORD004988,PROD0129,1,0.05,18062.74,17159.6,1967.49
ITEM0002068,ORD002786,PROD0081,1,0.1,6304.12,5673.71,2029.87
ITEM0002069,ORD004922,PROD0165,2,0.15,29756.9,25293.37,3044.63
ITEM0002070,ORD003195,PROD0114,1,0.1,15856.44,14270.8,1317.53
ITEM0002071,ORD000817,PROD0011,1,0.05,13446.1,12773.8,4435.64
ITEM0002072,ORD002234,PROD0187,2,0,4052.14,4052.14,1655.34
ITEM0002073,ORD000037,PROD0198,1,0.15,797.03,677.48,-2.16
ITEM0002074,ORD004668,PROD0015,4,0.05,24308.56,23093.13,5859.09
ITEM0002075,ORD003553,PROD0190,1,0,17149.88,17149.88,5198.1
ITEM0002076,ORD002913,PROD0197,2,0.1,33684.2,30315.78,4633.04
ITEM0002077,ORD003139,PROD0109,2,0.15,23225.16,19741.39,4440.35
ITEM0002078,ORD003434,PROD0055,1,0.1,1759.13,1583.22,96.91
ITEM0002079,ORD003218,PROD0005,3,0.05,5897.31,5602.44,513.45
ITEM0002080,ORD000671,PROD0205,1,0,18910.56,18910.56,6375.24
ITEM0002081,ORD004100,PROD0075,1,0,11565.4,11565.4,4736.61
ITEM0002082,ORD001121,PROD0098,1,0.1,17646.13,15881.52,3042.14
ITEM0002083,ORD000851,PROD0135,1,0.15,11202.85,9522.42,616.74
ITEM0002084,ORD002273,PROD0089,2,0,19982.38,19982.38,3724.16
ITEM0002085,ORD002860,PROD0202,2,0.05,37449.54,35577.06,13445.74
ITEM0002086,ORD003321,PROD0096,1,0,16589.06,16589.06,5656.63
ITEM0002087,ORD002265,PROD0165,1,0.15,14878.45,12646.68,1522.31
ITEM0002088,ORD004840,PROD0085,1,0.1,26654.63,23989.17,8163.27
ITEM0002089,ORD003419,PROD0175,4,0.15,55152.12,46879.3,4229.7
ITEM0002090,ORD002644,PROD0118,3,0.1,26682.27,24014.04,7212.63
ITEM0002091,ORD002065,PROD0144,3,0.15,70954.8,60311.58,12114.51
ITEM0002092,ORD002889,PROD0187,4,0,8104.28,8104.28,3310.68
ITEM0002093,ORD000623,PROD0044,1,0.05,21268.21,20204.8,4985.02
ITEM0002094,ORD004513,PROD0213,1,0.1,18966.99,17070.29,3500.81
ITEM0002095,ORD004855,PROD0217,2,0,21668.48,21668.48,7896.42
ITEM0002096,ORD004029,PROD0207,1,0,22221.53,22221.53,7646.12
ITEM0002097,ORD001293,PROD0219,1,0.15,27006.32,22955.37,5640.58
ITEM0002098,ORD001435,PROD0160,1,0.1,6180.13,5562.12,596.16
ITEM0002099,ORD003508,PROD0084,3,0.05,22473.27,21349.61,8411.24
ITEM0002100,ORD003256,PROD0128,1,0.15,18612.47,15820.6,1968.87
ITEM0002101,ORD004619,PROD0158,1,0,775.02,775.02,292.17
ITEM0002102,ORD001836,PROD0171,1,0.05,10484.3,9960.08,1143.96
ITEM0002103,ORD003586,PROD0001,1,0.05,4107.99,3902.59,453.62
ITEM0002104,ORD000735,PROD0088,2,0,22581.18,22581.18,7463.96
ITEM0002105,ORD001056,PROD0073,1,0.1,9607.45,8646.71,2619.48
ITEM0002106,ORD002621,PROD0121,3,0.05,19585.74,18606.45,5578.11
ITEM0002107,ORD004452,PROD0088,1,0.25,11290.59,8467.94,909.33
ITEM0002108,ORD004983,PROD0124,1,0.05,4219.98,4008.98,1272.23
ITEM0002109,ORD001320,PROD0158,1,0,775.02,775.02,292.17
ITEM0002110,ORD001072,PROD0186,1,0,15961.48,15961.48,5439.01
ITEM0002111,ORD002222,PROD0016,1,0,9295,9295,2122.12
ITEM0002112,ORD003260,PROD0203,1,0.05,13915.4,13219.63,5003.33
ITEM0002113,ORD003340,PROD0020,1,0.1,11822.05,10639.84,1817.7
ITEM0002114,ORD004306,PROD0127,1,0,27826.63,27826.63,10430.65
ITEM0002115,ORD001471,PROD0167,1,0.05,24925.25,23678.99,9032.7
ITEM0002116,ORD004942,PROD0213,1,0.05,18966.99,18018.64,4449.16
ITEM0002117,ORD004159,PROD0011,1,0.15,13446.1,11429.18,3091.02
ITEM0002118,ORD000541,PROD0124,1,0.2,4219.98,3375.98,639.23
ITEM0002119,ORD003151,PROD0013,5,0.05,99331.5,94364.92,27237.62
ITEM0002120,ORD001896,PROD0016,1,0.05,9295,8830.25,1657.37
ITEM0002121,ORD002305,PROD0023,2,0.05,29801.2,28311.14,8115.7
ITEM0002122,ORD003438,PROD0168,3,0.1,58375.98,52538.38,15500.83
ITEM0002123,ORD001481,PROD0174,1,0.1,11980.65,10782.58,736.37
ITEM0002124,ORD001632,PROD0023,1,0.2,14900.6,11920.48,1822.76
ITEM0002125,ORD004427,PROD0013,2,0.1,39732.6,35759.34,8908.42
ITEM0002126,ORD000548,PROD0009,2,0.2,48503.14,38802.51,9352.25
ITEM0002127,ORD003978,PROD0186,4,0.2,63845.92,51076.74,8986.86
ITEM0002128,ORD004086,PROD0118,2,0.1,17788.18,16009.36,4808.42
ITEM0002129,ORD003409,PROD0088,2,0.1,22581.18,20323.06,5205.84
ITEM0002130,ORD002549,PROD0092,1,0.05,8564.31,8136.09,2366.56
ITEM0002131,ORD000477,PROD0054,1,0.2,14295.43,11436.34,689.8
ITEM0002132,ORD000908,PROD0158,1,0.15,775.02,658.77,175.92
ITEM0002133,ORD002049,PROD0052,1,0.15,15366.49,13061.52,2758.39
ITEM0002134,ORD000910,PROD0028,3,0,20766.96,20766.96,3286.44
ITEM0002135,ORD001674,PROD0147,1,0.05,23011.13,21860.57,4405.1
ITEM0002136,ORD000404,PROD0138,2,0.15,2434.62,2069.43,278.99
ITEM0002137,ORD001575,PROD0177,1,0.1,19947.36,17952.62,3817.71
ITEM0002138,ORD000674,PROD0053,1,0.15,17914.51,15227.33,938.49
ITEM0002139,ORD000573,PROD0080,4,0.1,93809.68,84428.71,19319.15
ITEM0002140,ORD002756,PROD0192,2,0.1,5932.42,5339.18,366.68
ITEM0002141,ORD001174,PROD0097,1,0.1,10186.82,9168.14,2650.18
ITEM0002142,ORD003462,PROD0004,1,0.05,6291.1,5976.55,841.06
ITEM0002143,ORD000870,PROD0082,2,0,2699.36,2699.36,1114.64
ITEM0002144,ORD002433,PROD0079,3,0.1,26821.11,24139,8174.44
ITEM0002145,ORD001288,PROD0028,4,0.2,27689.28,22151.42,-1155.94
ITEM0002146,ORD003442,PROD0074,2,0.05,30215.92,28705.12,8876.12
ITEM0002147,ORD002089,PROD0170,1,0.1,5722.88,5150.59,1784.9
ITEM0002148,ORD004743,PROD0117,1,0,3692.06,3692.06,706.8
ITEM0002149,ORD002310,PROD0014,1,0.05,6126.24,5819.93,2178.8
ITEM0002150,ORD003916,PROD0044,1,0.1,21268.21,19141.39,3921.61
ITEM0002151,ORD001292,PROD0059,2,0.15,8782.06,7464.75,1814.15
ITEM0002152,ORD002960,PROD0130,2,0.1,16721.5,15049.35,3090.51
ITEM0002153,ORD000915,PROD0042,1,0.05,21135.45,20078.68,5797.77
ITEM0002154,ORD002167,PROD0136,5,0.1,101446.35,91301.72,3160.22
ITEM0002155,ORD000694,PROD0152,2,0.15,29809.88,25338.4,7043.56
ITEM0002156,ORD004829,PROD0077,3,0.05,43333.41,41166.74,15930.44
ITEM0002157,ORD000677,PROD0099,2,0.05,6441.76,6119.67,1031.21
ITEM0002158,ORD004771,PROD0018,2,0.15,28228.6,23994.31,5917.21
ITEM0002159,ORD002264,PROD0081,3,0.05,18912.36,17966.74,7035.22
ITEM0002160,ORD002402,PROD0077,1,0.15,14444.47,12277.8,3865.7
ITEM0002161,ORD001183,PROD0061,3,0,6983.07,6983.07,2305.44
ITEM0002162,ORD002113,PROD0019,4,0,7076.2,7076.2,2471.52
ITEM0002163,ORD001280,PROD0219,2,0.05,54012.64,51312.01,16682.43
ITEM0002164,ORD004411,PROD0094,1,0.1,23049.93,20744.94,3440.3
ITEM0002165,ORD000077,PROD0202,1,0.1,18724.77,16852.29,5786.63
ITEM0002166,ORD003999,PROD0154,2,0.15,8860.12,7531.1,2235.4
ITEM0002167,ORD001024,PROD0176,1,0.1,9424.1,8481.69,1523.7
ITEM0002168,ORD000357,PROD0192,4,0.1,11864.84,10678.36,733.36
ITEM0002169,ORD001872,PROD0109,1,0.15,11612.58,9870.69,2220.17
ITEM0002170,ORD002816,PROD0012,2,0.2,24357.5,19486,5379.84
ITEM0002171,ORD000229,PROD0015,2,0.05,12154.28,11546.57,2929.55
ITEM0002172,ORD000629,PROD0119,1,0.15,2687.17,2284.09,97.52
ITEM0002173,ORD004058,PROD0062,1,0.15,2328.45,1979.18,374.56
ITEM0002174,ORD000352,PROD0173,1,0.1,12794.95,11515.46,2333
ITEM0002175,ORD001816,PROD0170,1,0.15,5722.88,4864.45,1498.76
ITEM0002176,ORD004813,PROD0159,1,0.1,4856.74,4371.07,697.12
ITEM0002177,ORD000720,PROD0099,3,0.05,9662.64,9179.51,1546.82
ITEM0002178,ORD002652,PROD0216,1,0.05,9615.86,9135.07,1909.56
ITEM0002179,ORD001468,PROD0184,1,0.2,5590.8,4472.64,886.29
ITEM0002180,ORD001649,PROD0033,2,0.15,34790.66,29572.06,5832.16
ITEM0002181,ORD004014,PROD0176,3,0.05,28272.3,26858.69,5984.72
ITEM0002182,ORD000740,PROD0091,2,0.1,26403.34,23763.01,8189.51
ITEM0002183,ORD003206,PROD0134,4,0,101402.64,101402.64,34627.72
ITEM0002184,ORD002938,PROD0191,1,0.1,18802.59,16922.33,1790.2
ITEM0002185,ORD002989,PROD0214,1,0.1,16367.22,14730.5,1640.6
ITEM0002186,ORD003452,PROD0107,2,0.1,28516.66,25664.99,7007.01
ITEM0002187,ORD002471,PROD0012,2,0.1,24357.5,21921.75,7815.59
ITEM0002188,ORD001958,PROD0100,1,0.1,21958.1,19762.29,2654.74
ITEM0002189,ORD002799,PROD0146,3,0.05,17855.25,16962.49,5526.31
ITEM0002190,ORD003386,PROD0030,3,0,26981.82,26981.82,9398.85
ITEM0002191,ORD001697,PROD0151,1,0.25,3389.73,2542.3,451.12
ITEM0002192,ORD001535,PROD0034,1,0.05,10057.78,9554.89,2909.83
ITEM0002193,ORD000612,PROD0131,1,0.05,3237.12,3075.26,1036.56
ITEM0002194,ORD003311,PROD0018,2,0,28228.6,28228.6,10151.5
ITEM0002195,ORD001191,PROD0165,2,0.2,29756.9,23805.52,1556.78
ITEM0002196,ORD003695,PROD0217,2,0.05,21668.48,20585.06,6813
ITEM0002197,ORD003178,PROD0149,1,0.05,16805.53,15965.25,3164.92
ITEM0002198,ORD003947,PROD0147,2,0.1,46022.26,41420.03,6509.09
ITEM0002199,ORD004969,PROD0105,2,0,26742.66,26742.66,7922.6
ITEM0002200,ORD003481,PROD0058,1,0,8639.1,8639.1,2836.95
ITEM0002201,ORD000418,PROD0067,2,0.05,19302.58,18337.45,5829.67
ITEM0002202,ORD001501,PROD0047,2,0.15,53347.66,45345.51,9956.35
ITEM0002203,ORD000644,PROD0109,1,0.05,11612.58,11031.95,3381.43
ITEM0002204,ORD000988,PROD0035,1,0.1,27570.44,24813.4,8096.41
ITEM0002205,ORD000082,PROD0029,1,0.05,13719.5,13033.52,3562.19
ITEM0002206,ORD000885,PROD0193,2,0.1,41188.72,37069.85,13329.75
ITEM0002207,ORD004116,PROD0109,1,0.25,11612.58,8709.43,1058.91
ITEM0002208,ORD000140,PROD0215,2,0.1,37162.1,33445.89,10267.25
ITEM0002209,ORD001854,PROD0208,1,0.1,15180.79,13662.71,4522.43
ITEM0002210,ORD001229,PROD0045,1,0.1,16341.12,14707.01,3724.24
ITEM0002211,ORD002854,PROD0107,1,0.1,14258.33,12832.5,3503.51
ITEM0002212,ORD002891,PROD0126,1,0.05,18387.7,17468.31,5344.45
ITEM0002213,ORD002371,PROD0043,2,0.1,29134.48,26221.03,6926.03
ITEM0002214,ORD000532,PROD0001,2,0.15,8215.98,6983.58,85.64
ITEM0002215,ORD000290,PROD0056,3,0,37811.61,37811.61,15179.4
ITEM0002216,ORD001665,PROD0005,1,0,1965.77,1965.77,269.44
ITEM0002217,ORD004291,PROD0045,2,0.05,32682.24,31048.13,9082.59
ITEM0002218,ORD003121,PROD0053,2,0.05,35829.02,34037.57,5459.89
ITEM0002219,ORD001879,PROD0202,1,0.1,18724.77,16852.29,5786.63
ITEM0002220,ORD000950,PROD0143,1,0.15,22087.39,18774.28,4407.48
ITEM0002221,ORD000106,PROD0063,3,0.1,33110.25,29799.23,3704.84
ITEM0002222,ORD003517,PROD0220,3,0.15,72770.7,61855.1,10210.67
ITEM0002223,ORD004774,PROD0085,1,0.25,26654.63,19990.97,4165.07
ITEM0002224,ORD001137,PROD0170,1,0.05,5722.88,5436.74,2071.05
ITEM0002225,ORD000525,PROD0182,1,0.1,27036.96,24333.26,8353.53
ITEM0002226,ORD001341,PROD0129,2,0.1,36125.48,32512.93,2128.71
ITEM0002227,ORD004939,PROD0008,3,0.05,50026.26,47524.95,5585.85
