order_id,shipping_mode,dispatch_date,delivery_date,shipping_cost
ORD001228,Standard,2026-08-03,2026-08-11,154.8
ORD001229,Standard,2024-01-14,2024-01-20,278.09
ORD001230,Standard,2024-11-15,2024-11-19,74.97
ORD001231,Standard,2026-08-02,2026-08-10,154.72
ORD001232,Standard,2025-05-06,2025-05-11,74.74
ORD001233,Express,2025-10-05,2025-10-11,226.66
ORD001234,Express,2026-08-10,2026-08-17,287.09
ORD001235,Standard,2025-05-02,2025-05-06,137.98
ORD001236,Express,2026-07-07,2026-07-08,294.36
ORD001237,Express,2024-03-27,2024-03-31,355.84
ORD001238,Standard,2025-12-29,2026-01-05,268.02
ORD001239,Standard,2026-05-25,2026-05-28,224.6
ORD001240,Standard,2025-11-21,2025-11-27,143.96
ORD001241,Standard,2026-01-11,2026-01-18,158.51
ORD001242,Standard,2026-05-10,2026-05-11,234.29
ORD001243,Standard,2026-01-17,2026-01-18,42.54
ORD001244,Standard,2024-07-23,2024-07-31,264.38
ORD001245,Express,2026-08-23,2026-08-27,284.19
ORD001246,Standard,2025-04-25,2025-05-03,264.49
ORD001247,Express,2024-04-03,2024-04-10,265.83
ORD001248,Standard,2024-11-23,2024-11-29,258.01
ORD001249,Standard,2025-01-19,2025-01-25,246.14
ORD001250,Standard,2026-05-08,2026-05-11,277.35
ORD001251,Standard,2025-01-26,2025-01-28,97.75
ORD001252,Standard,2024-08-20,2024-08-21,137.91
ORD001253,Standard,2024-09-23,2024-09-29,121.55
ORD001254,Standard,2024-12-24,2024-12-25,217.54
ORD001255,Express,2024-02-09,2024-02-14,285.57
ORD001256,Express,2025-12-21,2025-12-22,240.62
ORD001257,Standard,2024-08-03,2024-08-07,143
ORD001258,Standard,2026-03-25,2026-03-31,257.61
ORD001259,Standard,2025-04-25,2025-04-27,94.45
ORD001260,Standard,2024-07-10,2024-07-13,99.85
ORD001261,Standard,2025-01-24,2025-01-27,280.48
ORD001262,Standard,2026-07-12,2026-07-20,96.87
ORD001263,Express,2026-07-16,2026-07-18,209.03
ORD001264,Express,2025-07-16,2025-07-22,164.27
ORD001265,Express,2025-09-02,2025-09-07,369.99
ORD001266,Express,2024-09-09,2024-09-13,273.52
ORD001267,Express,2025-02-15,2025-02-23,355.13
ORD001268,Standard,2026-08-16,2026-08-18,192.57
ORD001269,Standard,2025-08-16,2025-08-20,228.88
ORD001270,Standard,2024-11-05,2024-11-07,285.04
ORD001271,Express,2024-05-16,2024-05-19,321.01
ORD001272,Same Day,2026-03-25,2026-03-26,351.89
ORD001273,Express,2024-01-02,2024-01-09,308.17
ORD001274,Express,2024-07-09,2024-07-15,366.34
ORD001275,Standard,2024-06-08,2024-06-16,199
ORD001276,Same Day,2024-12-19,2024-12-22,307.94
ORD001277,Express,2026-07-26,2026-07-27,130.68
ORD001278,Standard,2026-02-21,2026-02-25,206.88
ORD001279,Express,2025-02-14,2025-02-21,252.38
ORD001280,Express,2025-03-13,2025-03-16,354.61
ORD001281,Express,2025-08-24,2025-08-30,181.56
ORD001282,Standard,2025-01-14,2025-01-19,119.72
ORD001283,Express,2026-02-09,2026-02-12,195.75
ORD001284,Standard,2024-07-13,2024-07-19,254.59
ORD001285,Standard,2025-11-02,2025-11-10,293.63
ORD001286,Express,2026-04-22,2026-04-24,328.51
ORD001287,Standard,2024-06-17,2024-06-23,253.25
ORD001288,Standard,2024-03-28,2024-04-02,251.81
ORD001289,Express,2026-04-05,2026-04-09,160.48
ORD001290,Standard,2025-12-06,2025-12-09,46.47
ORD001291,Same Day,2025-03-10,2025-03-15,198.73
ORD001292,Express,2025-09-12,2025-09-14,259.74
ORD001293,Express,2026-05-16,2026-05-17,171.54
ORD001294,Express,2025-03-13,2025-03-16,305.06
ORD001295,Standard,2024-01-11,2024-01-13,83.38
ORD001296,Express,2025-06-14,2025-06-19,351.21
ORD001297,Standard,2026-06-10,2026-06-14,72.27
ORD001298,Same Day,2025-01-15,2025-01-18,301.15
ORD001299,Express,2024-01-26,2024-01-31,268.01
ORD001300,Standard,2025-04-04,2025-04-12,175.84
ORD001301,Express,2026-01-20,2026-01-23,239.15
ORD001302,Express,2025-07-04,2025-07-07,197.15
ORD001303,Standard,2026-07-04,2026-07-06,289.83
ORD001304,Express,2026-07-31,2026-08-07,164.03
ORD001305,Standard,2024-02-12,2024-02-17,252.42
ORD001306,Standard,2024-04-15,2024-04-20,38.37
ORD001307,Express,2025-10-17,2025-10-22,330.07
ORD001308,Express,2024-09-21,2024-09-25,296.3
ORD001309,Standard,2024-07-17,2024-07-25,104.44
ORD001310,Same Day,2026-05-26,2026-06-02,367.18
ORD001311,Standard,2024-08-10,2024-08-14,99.56
ORD001312,Standard,2025-05-29,2025-05-30,146.94
ORD001313,Express,2024-10-09,2024-10-12,179.39
ORD001314,Standard,2024-05-14,2024-05-18,147.12
ORD001315,Same Day,2024-11-24,2024-11-29,302.65
ORD001316,Standard,2024-03-07,2024-03-14,230.95
ORD001317,Same Day,2025-03-08,2025-03-16,286.52
ORD001318,Express,2024-12-19,2024-12-20,159.3
ORD001319,Standard,2026-05-27,2026-06-02,278.96
ORD001320,Express,2024-09-20,2024-09-22,240.48
ORD001321,Same Day,2025-10-11,2025-10-17,411.78
ORD001322,Standard,2025-06-28,2025-07-02,210.23
ORD001323,Standard,2025-04-24,2025-05-02,61.1
ORD001324,Standard,2025-08-03,2025-08-10,233.16
ORD001325,Standard,2024-10-20,2024-10-21,135.13
ORD001326,Same Day,2025-07-06,2025-07-14,385.81
ORD001327,Standard,2025-02-11,2025-02-18,54.92
ORD001328,Standard,2026-06-07,2026-06-15,201.61
ORD001329,Express,2025-07-19,2025-07-24,320.83
ORD001330,Express,2024-10-15,2024-10-17,225.68
ORD001331,Standard,2025-12-06,2025-12-08,41.84
ORD001332,Standard,2025-02-18,2025-02-22,88.97
ORD001333,Standard,2024-06-10,2024-06-12,127.94
ORD001334,Standard,2026-02-21,2026-02-22,176.19
ORD001335,Standard,2025-08-19,2025-08-20,140.29
ORD001336,Standard,2025-09-28,2025-09-30,51.83
ORD001337,Standard,2025-09-06,2025-09-07,282.31
ORD001338,Standard,2024-09-14,2024-09-16,139.94
ORD001339,Standard,2025-01-15,2025-01-22,88.25
ORD001340,Standard,2025-07-20,2025-07-25,243.04
ORD001341,Standard,2025-01-15,2025-01-23,272.12
ORD001342,Standard,2024-11-29,2024-12-04,242.24
ORD001343,Standard,2025-04-18,2025-04-22,177.69
ORD001344,Express,2026-03-28,2026-03-29,195.61
ORD001345,Express,2025-09-11,2025-09-17,140.04
ORD001346,Express,2026-01-11,2026-01-14,324.95
ORD001347,Standard,2026-06-07,2026-06-08,130.06
ORD001348,Standard,2025-03-05,2025-03-12,95.57
ORD001349,Express,2025-09-14,2025-09-20,209.94
ORD001350,Standard,2024-03-05,2024-03-06,245.23
ORD001351,Standard,2024-02-11,2024-02-18,75.69
ORD001352,Standard,2025-03-27,2025-04-01,250.94
ORD001353,Express,2026-02-16,2026-02-17,340.72
ORD001354,Express,2025-02-27,2025-03-06,105.69
ORD001355,Express,2024-09-30,2024-10-08,113.81
ORD001356,Express,2025-12-29,2026-01-02,341.02
ORD001357,Express,2025-12-09,2025-12-10,231.57
ORD001358,Standard,2024-10-11,2024-10-18,158.19
ORD001359,Same Day,2024-08-17,2024-08-21,258.61
ORD001360,Standard,2026-01-06,2026-01-08,284.16
ORD001361,Standard,2025-11-22,2025-11-23,143.07
ORD001362,Express,2025-09-17,2025-09-20,161.46
ORD001363,Standard,2026-05-23,2026-05-28,151.91
ORD001364,Standard,2025-01-08,2025-01-12,125.8
ORD001365,Standard,2025-09-26,2025-10-02,228.55
ORD001366,Express,2025-05-31,2025-06-06,320.64
ORD001367,Standard,2025-10-28,2025-11-01,189.95
ORD001368,Express,2025-01-26,2025-02-02,236.32
ORD001369,Same Day,2024-08-02,2024-08-07,287.48
ORD001370,Same Day,2024-05-04,2024-05-07,348.17
ORD001371,Standard,2026-07-18,2026-07-22,273.66
ORD001372,Express,2025-06-22,2025-06-26,239.51
ORD001373,Standard,2025-10-05,2025-10-06,109.86
ORD001374,Standard,2025-07-04,2025-07-08,132.31
ORD001375,Standard,2025-08-04,2025-08-09,96.85
ORD001376,Express,2025-12-09,2025-12-14,302.4
ORD001377,Standard,2025-09-17,2025-09-18,276.24
ORD001378,Express,2026-05-01,2026-05-05,279.8
ORD001379,Express,2024-08-02,2024-08-09,312.63
ORD001380,Standard,2024-04-11,2024-04-15,194.6
ORD001381,Express,2024-03-18,2024-03-23,272.46
ORD001382,Same Day,2024-04-14,2024-04-18,431.4
ORD001383,Same Day,2024-01-13,2024-01-20,316.28
ORD001384,Express,2025-04-01,2025-04-02,196.35
ORD001385,Standard,2024-01-02,2024-01-05,133.22
ORD001386,Standard,2024-06-30,2024-07-08,103.61
ORD001387,Standard,2024-11-04,2024-11-11,238.03
ORD001388,Express,2025-07-29,2025-08-03,329.09
ORD001389,Same Day,2026-08-29,2026-09-06,387.18
ORD001390,Same Day,2025-04-28,2025-05-05,242.8
ORD001391,Same Day,2024-11-10,2024-11-18,328.85
ORD001392,Standard,2025-07-07,2025-07-14,138.64
ORD001393,Standard,2024-11-11,2024-11-13,64.47
ORD001394,Standard,2025-12-03,2025-12-09,268.17
ORD001395,Express,2024-11-30,2024-12-02,249.38
ORD001396,Standard,2024-06-13,2024-06-16,162.43
ORD001397,Standard,2025-09-02,2025-09-10,64.04
ORD001398,Standard,2025-05-01,2025-05-05,75.37
ORD001399,Standard,2026-05-02,2026-05-10,279.6
ORD001400,Standard,2025-03-04,2025-03-10,186.94
ORD001401,Standard,2024-12-29,2025-01-05,88.68
ORD001402,Standard,2025-12-25,2026-01-01,72.72
ORD001403,Express,2025-01-18,2025-01-20,242.39
ORD001404,Express,2025-07-29,2025-08-03,114.72
ORD001405,Express,2024-10-08,2024-10-14,280.35
ORD001406,Standard,2026-08-25,2026-08-29,134.3
ORD001407,Express,2025-02-06,2025-02-11,147.18
ORD001408,Express,2024-03-04,2024-03-07,238.48
ORD001409,Standard,2025-03-26,2025-03-30,233.76
ORD001410,Standard,2024-11-30,2024-12-04,235.07
ORD001411,Same Day,2025-08-11,2025-08-15,314.43
ORD001412,Express,2025-07-14,2025-07-16,264.19
ORD001413,Express,2024-05-24,2024-05-25,243.04
ORD001414,Express,2026-05-24,2026-05-27,129.66
ORD001415,Express,2024-07-09,2024-07-14,293.55
ORD001416,Standard,2025-11-25,2025-11-26,244.26
ORD001417,Standard,2024-05-03,2024-05-04,134.82
ORD001418,Standard,2026-05-02,2026-05-05,265.96
ORD001419,Standard,2025-08-04,2025-08-07,257.17
ORD001420,Standard,2024-12-02,2024-12-07,132.28
ORD001421,Express,2026-01-23,2026-01-27,221.7
ORD001422,Standard,2025-06-30,2025-07-06,163.15
ORD001423,Same Day,2026-08-05,2026-08-13,332.24
ORD001424,Standard,2026-02-25,2026-03-03,261.24
ORD001425,Express,2026-01-29,2026-02-06,328.11
ORD001426,Express,2024-12-16,2024-12-18,200.25
ORD001427,Standard,2025-03-21,2025-03-25,158.62
ORD001428,Standard,2025-02-05,2025-02-13,55.94
ORD001429,Express,2026-05-27,2026-05-28,324.55
ORD001430,Express,2025-11-02,2025-11-03,220.07
ORD001431,Express,2026-06-21,2026-06-22,156.33
ORD001432,Same Day,2024-07-05,2024-07-10,297.1
ORD001433,Express,2026-03-11,2026-03-16,150.94
ORD001434,Standard,2024-11-21,2024-11-28,71.54
ORD001435,Standard,2024-10-05,2024-10-08,139.35
ORD001436,Same Day,2024-05-23,2024-05-26,449.52
ORD001437,Express,2026-06-09,2026-06-12,118.83
ORD001438,Standard,2024-07-30,2024-08-04,224.57
ORD001439,Same Day,2025-06-05,2025-06-07,206.48
ORD001440,Express,2024-05-06,2024-05-12,155.9
ORD001441,Standard,2025-03-04,2025-03-09,153.35
ORD001442,Standard,2025-05-07,2025-05-09,196.08
ORD001443,Standard,2025-01-25,2025-02-02,74.37
ORD001444,Express,2026-08-27,2026-08-30,291.46
ORD001445,Express,2024-11-06,2024-11-14,118.13
ORD001446,Standard,2025-02-05,2025-02-10,163.87
ORD001447,Same Day,2026-07-09,2026-07-10,400.3
ORD001448,Express,2024-01-11,2024-01-16,283.73
ORD001449,Standard,2024-02-12,2024-02-20,171.27
ORD001450,Express,2024-10-28,2024-10-29,178.13
ORD001451,Standard,2024-06-30,2024-07-05,72.02
ORD001452,Standard,2024-07-05,2024-07-12,259.98
ORD001453,Standard,2025-05-26,2025-05-31,107.6
ORD001454,Standard,2024-09-29,2024-10-06,275.58
ORD001455,Standard,2025-04-27,2025-04-28,50.93
ORD001456,Express,2025-07-09,2025-07-15,167.47
ORD001457,Express,2024-04-13,2024-04-19,167.56
ORD001458,Standard,2024-03-10,2024-03-15,44.31
ORD001459,Standard,2026-07-10,2026-07-18,182.53
ORD001460,Standard,2024-01-02,2024-01-07,140.39
ORD001461,Standard,2024-11-27,2024-12-02,211.81
ORD001462,Standard,2025-05-07,2025-05-13,242.82
ORD001463,Standard,2024-08-13,2024-08-17,282.58
ORD001464,Standard,2024-03-26,2024-04-02,54.99
ORD001465,Standard,2024-09-13,2024-09-19,99.83
ORD001466,Standard,2025-12-31,2026-01-05,36.61
ORD001467,Standard,2026-06-25,2026-06-29,54.85
ORD001468,Standard,2025-11-11,2025-11-13,146.58
ORD001469,Standard,2026-07-17,2026-07-24,258.73
ORD001470,Standard,2024-01-16,2024-01-24,228.53
ORD001471,Express,2025-02-13,2025-02-17,118.78
ORD001472,Express,2024-07-14,2024-07-21,324.05
ORD001473,Standard,2024-09-27,2024-09-28,44.81
ORD001474,Standard,2025-06-12,2025-06-17,141.49
ORD001475,Standard,2026-04-09,2026-04-13,145.44
ORD001476,Express,2026-05-27,2026-05-30,332.17
ORD001477,Express,2025-03-13,2025-03-14,151.81
ORD001478,Express,2025-04-16,2025-04-17,166.19
ORD001479,Standard,2024-12-23,2024-12-29,205.22
ORD001480,Standard,2026-06-09,2026-06-13,147.42
ORD001481,Standard,2025-06-09,2025-06-13,74.35
ORD001482,Standard,2024-07-23,2024-07-25,270.47
ORD001483,Standard,2025-06-30,2025-07-01,282.61
ORD001484,Standard,2025-12-14,2025-12-18,232.79
ORD001485,Standard,2025-10-13,2025-10-15,50.95
ORD001486,Standard,2026-08-23,2026-08-29,221.53
ORD001487,Standard,2026-09-01,2026-09-02,170.32
ORD001488,Standard,2026-07-07,2026-07-12,63.43
ORD001489,Same Day,2024-01-03,2024-01-09,200.89
ORD001490,Standard,2026-08-04,2026-08-12,100.27
ORD001491,Standard,2026-04-23,2026-05-01,276.46
ORD001492,Standard,2024-09-08,2024-09-10,243.73
ORD001493,Standard,2024-07-20,2024-07-24,245.35
ORD001494,Standard,2024-10-10,2024-10-17,232.44
ORD001495,Standard,2026-08-26,2026-08-30,284.45
ORD001496,Standard,2024-12-04,2024-12-06,271.84
ORD001497,Standard,2026-03-04,2026-03-11,281.46
ORD001498,Standard,2025-07-10,2025-07-12,61.59
ORD001499,Standard,2026-01-08,2026-01-16,258.56
ORD001500,Same Day,2026-05-10,2026-05-12,200.46
ORD001501,Standard,2026-06-17,2026-06-21,40.56
ORD001502,Standard,2026-01-21,2026-01-24,262.73
ORD001503,Standard,2025-12-20,2025-12-28,281.73
ORD001504,Same Day,2024-10-15,2024-10-16,201.46
ORD001505,Standard,2025-11-14,2025-11-22,113.85
ORD001506,Standard,2026-04-08,2026-04-13,109.39
ORD001507,Standard,2025-11-13,2025-11-19,60.38
ORD001508,Standard,2025-07-29,2025-08-02,109.01
ORD001509,Same Day,2025-01-28,2025-02-03,423.97
ORD001510,Standard,2024-04-12,2024-04-20,58.59
ORD001511,Standard,2025-08-19,2025-08-20,50.49
ORD001512,Standard,2025-10-25,2025-11-02,209.49
ORD001513,Standard,2026-08-21,2026-08-22,187.18
ORD001514,Standard,2025-11-18,2025-11-23,47.89
ORD001515,Express,2024-12-03,2024-12-09,111.88
ORD001516,Express,2025-04-13,2025-04-19,339.18
ORD001517,Same Day,2024-09-12,2024-09-18,381.36
ORD001518,Standard,2025-10-15,2025-10-20,41.77
ORD001519,Express,2026-06-04,2026-06-09,322.86
ORD001520,Standard,2026-03-11,2026-03-15,285.47
ORD001521,Standard,2025-09-24,2025-09-30,273.67
ORD001522,Standard,2026-05-01,2026-05-04,122.37
ORD001523,Standard,2024-11-17,2024-11-22,174.98
ORD001524,Standard,2026-05-27,2026-06-04,292.11
ORD001525,Express,2026-02-12,2026-02-18,346.92
ORD001526,Standard,2025-08-21,2025-08-22,37.83
ORD001527,Standard,2026-02-14,2026-02-15,56.7
ORD001528,Same Day,2024-07-23,2024-07-30,433.16
ORD001529,Express,2025-02-21,2025-02-27,293.75
ORD001530,Express,2024-05-19,2024-05-26,339.56
ORD001531,Standard,2026-06-28,2026-07-05,260.12
ORD001532,Express,2024-08-21,2024-08-26,261.2
ORD001533,Standard,2024-10-09,2024-10-11,64.18
ORD001534,Standard,2024-09-10,2024-09-12,275.2
ORD001535,Standard,2024-10-31,2024-11-08,296
ORD001536,Standard,2025-03-28,2025-04-01,247.92
ORD001537,Standard,2024-07-12,2024-07-20,55.5
ORD001538,Express,2025-02-02,2025-02-07,257.03
ORD001539,Same Day,2024-09-27,2024-10-04,255.5
ORD001540,Standard,2024-11-24,2024-11-27,269.91
ORD001541,Express,2026-05-31,2026-06-01,240.47
ORD001542,Standard,2026-07-31,2026-08-04,118.06
ORD001543,Standard,2026-04-29,2026-05-03,77.8
ORD001544,Standard,2025-07-24,2025-07-31,122.17
ORD001545,Standard,2025-09-27,2025-09-30,174.13
ORD001546,Standard,2024-06-27,2024-07-01,117.23
ORD001547,Standard,2024-12-22,2024-12-24,40.9
ORD001548,Standard,2024-03-08,2024-03-10,278.32
ORD001549,Standard,2026-01-01,2026-01-08,123.94
ORD001550,Standard,2025-02-11,2025-02-18,147.14
ORD001551,Standard,2024-11-09,2024-11-10,110.12
ORD001552,Express,2025-02-21,2025-03-01,175.76
ORD001553,Standard,2026-06-04,2026-06-06,77.29
ORD001554,Standard,2025-08-26,2025-08-28,120.2
ORD001555,Standard,2025-02-28,2025-03-02,219.3
ORD001556,Standard,2026-02-17,2026-02-18,79.74
ORD001557,Standard,2026-01-19,2026-01-22,82.36
ORD001558,Express,2025-12-21,2025-12-23,162.07
ORD001559,Standard,2026-05-19,2026-05-24,252.07
ORD001560,Standard,2025-03-18,2025-03-23,113.54
ORD001561,Standard,2024-08-23,2024-08-29,287.34
ORD001562,Standard,2026-02-10,2026-02-13,297.68
ORD001563,Same Day,2025-07-25,2025-07-27,311.71
ORD001564,Standard,2025-06-26,2025-06-30,189.38
ORD001565,Standard,2026-07-16,2026-07-21,79.4
ORD001566,Same Day,2024-07-13,2024-07-14,194.65
ORD001567,Standard,2026-06-15,2026-06-16,135.87
ORD001568,Express,2025-12-27,2026-01-04,274.22
ORD001569,Standard,2025-10-02,2025-10-06,188.05
ORD001570,Express,2024-05-04,2024-05-10,238.06
ORD001571,Standard,2025-08-29,2025-09-05,253.88
ORD001572,Standard,2024-06-10,2024-06-11,257.87
ORD001573,Express,2025-02-04,2025-02-06,304.05
ORD001574,Standard,2024-09-12,2024-09-14,42.77
ORD001575,Same Day,2026-03-26,2026-03-29,203.68
ORD001576,Standard,2025-05-08,2025-05-13,138.28
ORD001577,Express,2026-07-24,2026-07-30,363.17
ORD001578,Standard,2026-02-16,2026-02-22,41.51
ORD001579,Standard,2026-02-22,2026-02-24,75.1
ORD001580,Express,2025-01-24,2025-01-30,168.53
ORD001581,Express,2025-05-11,2025-05-14,262.46
ORD001582,Express,2026-03-01,2026-03-09,178.66
ORD001583,Standard,2024-11-13,2024-11-18,91.17
ORD001584,Standard,2025-07-04,2025-07-08,119.66
ORD001585,Standard,2025-07-05,2025-07-10,252.02
ORD001586,Standard,2025-06-06,2025-06-09,167.91
ORD001587,Express,2024-02-16,2024-02-23,116.66
ORD001588,Standard,2025-12-31,2026-01-08,122.53
ORD001589,Standard,2025-10-19,2025-10-24,212.94
ORD001590,Express,2024-05-02,2024-05-04,298.67
ORD001591,Standard,2026-05-04,2026-05-07,109.19
ORD001592,Same Day,2025-01-17,2025-01-25,283.18
ORD001593,Standard,2025-11-18,2025-11-22,191
ORD001594,Express,2026-06-06,2026-06-09,266.92
ORD001595,Express,2024-10-08,2024-10-14,196.06
ORD001596,Standard,2024-10-13,2024-10-16,243.04
ORD001597,Standard,2025-10-05,2025-10-09,78.35
ORD001598,Standard,2025-12-08,2025-12-16,213.46
ORD001599,Standard,2026-03-23,2026-03-25,96.44
ORD001600,Standard,2026-01-29,2026-02-04,92.13
ORD001601,Standard,2024-10-20,2024-10-27,152.88
ORD001602,Standard,2026-02-20,2026-02-22,130.85
ORD001603,Same Day,2024-03-30,2024-04-03,282
ORD001604,Standard,2024-02-07,2024-02-11,123.84
ORD001605,Express,2025-02-02,2025-02-07,127.04
ORD001606,Standard,2025-03-25,2025-03-28,70.06
ORD001607,Same Day,2024-02-15,2024-02-18,410.25
ORD001608,Same Day,2024-11-23,2024-11-30,351.81
ORD001609,Standard,2026-09-01,2026-09-09,39.37
ORD001610,Standard,2025-10-24,2025-10-31,247.64
ORD001611,Standard,2024-03-08,2024-03-10,187.68
ORD001612,Standard,2025-03-26,2025-03-29,198.85
ORD001613,Standard,2025-06-26,2025-07-02,38.77
ORD001614,Express,2024-03-02,2024-03-09,155.65
ORD001615,Express,2025-09-28,2025-09-29,329.59
ORD001616,Standard,2026-07-15,2026-07-22,277.09
ORD001617,Express,2024-03-02,2024-03-09,186.91
ORD001618,Standard,2025-10-08,2025-10-15,112.76
ORD001619,Same Day,2026-07-23,2026-07-26,235.85
ORD001620,Standard,2025-09-24,2025-09-25,48.72
ORD001621,Standard,2025-09-20,2025-09-27,45.62
ORD001622,Express,2026-08-02,2026-08-06,346.86
ORD001623,Express,2024-10-21,2024-10-23,338.47
ORD001624,Standard,2024-06-16,2024-06-20,61.72
ORD001625,Express,2024-02-16,2024-02-21,147.74
ORD001626,Express,2025-02-16,2025-02-23,113.81
ORD001627,Express,2025-03-08,2025-03-10,138.5
ORD001628,Same Day,2025-04-22,2025-04-30,399.08
ORD001629,Standard,2025-06-29,2025-07-02,220.4
ORD001630,Express,2026-08-30,2026-09-06,282.74
ORD001631,Express,2025-02-24,2025-03-02,158.3
ORD001632,Standard,2024-04-22,2024-04-29,121.66
ORD001633,Standard,2026-03-06,2026-03-09,205.57
ORD001634,Express,2024-06-10,2024-06-14,322.16
ORD001635,Standard,2024-01-26,2024-02-03,282.5
ORD001636,Express,2026-02-03,2026-02-10,107.41
ORD001637,Express,2026-04-02,2026-04-09,164.23
ORD001638,Standard,2026-01-29,2026-02-04,162.48
ORD001639,Standard,2026-02-21,2026-03-01,253.45
ORD001640,Standard,2026-03-19,2026-03-25,253.27
ORD001641,Same Day,2024-02-25,2024-03-02,325.39
ORD001642,Express,2024-07-27,2024-08-01,345.77
ORD001643,Standard,2025-10-02,2025-10-07,287.55
ORD001644,Standard,2025-12-23,2025-12-29,235.06
ORD001645,Standard,2026-07-14,2026-07-17,129.65
ORD001646,Standard,2025-02-24,2025-03-01,97.14
ORD001647,Express,2024-10-17,2024-10-18,170.97
ORD001648,Standard,2025-04-03,2025-04-04,237.89
ORD001649,Standard,2025-01-26,2025-02-01,64.4
ORD001650,Express,2026-04-20,2026-04-27,135.35
ORD001651,Same Day,2026-07-07,2026-07-13,393.15
ORD001652,Express,2026-06-28,2026-07-01,348.69
ORD001653,Standard,2024-05-19,2024-05-27,258.04
ORD001654,Same Day,2026-08-18,2026-08-21,272.99
ORD001655,Standard,2026-08-31,2026-09-08,212.03
ORD001656,Standard,2025-10-01,2025-10-08,170.6
ORD001657,Same Day,2025-06-12,2025-06-14,247.15
ORD001658,Same Day,2024-11-24,2024-11-30,245.23
ORD001659,Express,2025-04-06,2025-04-14,140.64
ORD001660,Standard,2025-11-06,2025-11-07,85.96
ORD001661,Standard,2026-06-12,2026-06-13,203.74
ORD001662,Express,2026-07-16,2026-07-20,238.19
ORD001663,Standard,2025-12-15,2025-12-22,255.95
ORD001664,Standard,2026-03-14,2026-03-20,110.5
ORD001665,Express,2026-01-08,2026-01-11,273.64
ORD001666,Standard,2026-07-26,2026-08-01,57.63
ORD001667,Same Day,2024-11-23,2024-12-01,194.86
ORD001668,Standard,2026-02-20,2026-02-24,182.05
ORD001669,Express,2025-08-09,2025-08-10,255.39
ORD001670,Standard,2024-01-17,2024-01-21,248.5
ORD001671,Standard,2025-10-06,2025-10-08,84.34
ORD001672,Same Day,2025-09-22,2025-09-26,298.99
ORD001673,Standard,2026-08-08,2026-08-09,69.3
ORD001674,Standard,2025-03-21,2025-03-25,273.6
ORD001675,Standard,2025-10-05,2025-10-13,150.38
ORD001676,Express,2025-05-25,2025-06-01,110.78
ORD001677,Express,2026-06-03,2026-06-08,257.03
ORD001678,Express,2024-07-23,2024-07-25,201.46
ORD001679,Standard,2025-12-18,2025-12-21,285.27
ORD001680,Express,2024-11-26,2024-12-01,295.55
ORD001681,Standard,2025-09-10,2025-09-11,149.97
ORD001682,Standard,2026-04-27,2026-04-29,223.03
ORD001683,Standard,2025-12-01,2025-12-05,281.17
ORD001684,Standard,2025-05-21,2025-05-22,106.23
ORD001685,Standard,2025-03-18,2025-03-24,242.67
ORD001686,Standard,2026-02-02,2026-02-08,267.06
ORD001687,Standard,2025-12-18,2025-12-20,130.84
ORD001688,Express,2025-01-04,2025-01-09,256.35
ORD001689,Standard,2025-07-16,2025-07-18,71.88
ORD001690,Standard,2025-02-26,2025-03-01,286.96
ORD001691,Standard,2026-08-27,2026-08-28,297.71
ORD001692,Standard,2024-05-26,2024-05-27,83.38
ORD001693,Express,2024-11-23,2024-11-30,185.41
ORD001694,Express,2024-01-17,2024-01-18,126.75
ORD001695,Standard,2025-08-31,2025-09-06,144.24
ORD001696,Standard,2024-10-05,2024-10-06,81.38
ORD001697,Standard,2026-04-30,2026-05-05,167.27
ORD001698,Express,2025-05-27,2025-06-03,359.53
ORD001699,Express,2025-11-14,2025-11-21,166.47
ORD001700,Same Day,2025-12-25,2025-12-28,346.76
ORD001701,Standard,2025-05-22,2025-05-23,294.17
ORD001702,Standard,2024-06-12,2024-06-19,202.81
ORD001703,Standard,2024-05-05,2024-05-10,190.06
ORD001704,Express,2025-12-07,2025-12-13,355.19
ORD001705,Standard,2025-04-04,2025-04-07,70.49
ORD001706,Standard,2024-08-28,2024-09-01,56.02
ORD001707,Express,2024-10-17,2024-10-25,271.93
ORD001708,Standard,2026-07-15,2026-07-18,39.58
ORD001709,Express,2026-07-24,2026-07-28,305.72
ORD001710,Express,2024-09-13,2024-09-16,325.99
ORD001711,Express,2026-06-23,2026-06-28,158.5
ORD001712,Standard,2025-06-28,2025-07-06,144.86
ORD001713,Standard,2026-01-16,2026-01-24,51.12
ORD001714,Standard,2026-03-02,2026-03-05,250.65
ORD001715,Express,2025-05-01,2025-05-03,310.69
ORD001716,Standard,2025-09-28,2025-09-30,251.01
ORD001717,Standard,2025-05-14,2025-05-15,149.18
ORD001718,Express,2025-10-25,2025-10-31,339.27
ORD001719,Standard,2026-01-22,2026-01-29,215.93
ORD001720,Standard,2024-10-18,2024-10-26,119.14
ORD001721,Standard,2024-01-13,2024-01-15,220.13
ORD001722,Standard,2025-11-01,2025-11-03,269.19
ORD001723,Standard,2024-06-03,2024-06-06,185.15
ORD001724,Express,2026-02-17,2026-02-20,146.55
ORD001725,Standard,2025-12-25,2026-01-01,252.88
ORD001726,Standard,2024-01-21,2024-01-22,59.79
ORD001727,Same Day,2024-05-27,2024-05-31,302.42
ORD001728,Standard,2025-03-22,2025-03-24,196.23
ORD001729,Standard,2024-02-06,2024-02-11,53.34
